soil_series,texture,slope,erosion,drainage,soil_region,corn_base,soybeans_base,wheat_base,oats_base,hay_base,prod_index
NEGLEY,L,10-15,M,W,3,84,29,37,60,3.2,56
NEGLEY,L,12-18,S,W,3,84,29,37,60,3.2,56
NEGLEY,L,12-18,M,W,3,80,28,35,57,3,53
NEGLEY,L,12-20,M,W,3,79,28,35,57,3,53
NEGLEY,L,15-25,S,W,3,0,0,0,0,2.5,42
NEGLEY,L,18-25,S,W,3,0,0,0,0,2.4,40
NEGLEY,GR-L,2-5,S,W,2,93,33,41,66,3.5,62
NEGLEY,GR-L,5-10,M,W,2,85,30,37,60,3.2,57
NEGLEY,GR-L,10-15,M,W,3,81,28,36,58,3.1,54
NEGLEY,SIL,2-5,S,W,2,96,34,42,68,3.6,64
NEGLEY,SIL,2-6,S,W,2,96,34,42,68,3.6,64
NEGLEY,SIL,5-10,M,W,2,88,31,39,62,3.3,59
NEGLEY,SIL,8-15,S,W,2,88,31,39,62,3.3,59
NEGLEY,SIL,10-15,M,W,3,84,29,37,60,3.2,56
NEGLEY,SIL,15-25,S,W,3,0,0,0,0,2.5,42
NEGLEY,CL,6-12,SE,W,3,77,27,34,55,2.9,51
NEGLEY,CL,12-18,SE,W,3,0,0,0,0,2.5,42
NEGLEY,SOILS,10-20,SE,W,3,0,0,0,0,2.5,42
NEGLEY,SOILS,15-20,SE,W,3,0,0,0,0,2.4,40
NEWARK,SIL,0-2,S,SWP,2,95,35,35,60,3.5,61
"NEWARK,OF-PH",SIL,0-2,S,SWP,2,109,37,46,68,4.6,74
"NEWARK,FF-PH",SIL,0-2,S,SWP,11,95,35,35,60,3.5,61
"NEWARK,PO-PH",SIL,0-2,S,SWP,3,0,0,0,0,0,0
"NEWARK,V,FF-PH",SIL,0-2,S,SWP,11,90,25,0,0,3.5,58
NICELY,SIL,6-12,M,MW,2,101,33,42,62,3.9,66
NICHOLSON,SIL,1-6,S,MW,2,106,38,46,72,4.2,72
NICHOLSON,SIL,2-6,S,MW,2,106,38,46,72,4.2,72
NICHOLSON,SIL,2-6,M,MW,2,104,36,44,70,4,69
NICHOLSON,SIL,6-12,M,MW,2,96,32,40,68,3.6,63
NINEVEH,SIL,0-2,S,W,2,100,35,45,0,4.6,73
NINEVEH,SIL,2-6,S,W,2,97,34,44,0,4.5,71
NOLIN,SIL,0-2,S,W,2,115,40,50,75,4,74
"NOLIN,RF-PH",SIL,0-2,S,W,2,115,40,50,75,4,74
"NOLIN,OF-PH",SIL,0-2,S,W,2,115,40,50,75,4,74
"NOLIN,FF-PH",SIL,0-2,S,W,11,105,40,50,75,3.5,69
"NOLIN,V,OF-PH",SIL,0-2,S,W,2,135,40,45,65,4.5,79
OAKVILLE,FS,0-6,S,W,3,70,20,36,45,3,49
OAKVILLE,FS,2-6,S,W,3,70,20,36,45,3,49
OAKVILLE,FS,2-8,S,W,3,70,20,36,45,3,49
OAKVILLE,FS,2-12,S,W,3,66,20,32,45,3,47
OAKVILLE,FS,6-12,S,W,3,65,18,30,45,2.6,44
OAKVILLE,FS,6-18,S,W,3,0,0,0,0,2,33
OAKVILLE,LFS,0-6,S,W,3,70,20,36,45,3,49
OAKVILLE,LFS,2-6,S,W,3,70,20,36,45,3,49
OAKVILLE,LFS,6-12,S,W,3,66,18,32,45,2.6,44
OAKVILLE,LFS,12-25,S,W,3,60,19,28,0,2,38
OCKLEY,L,0-2,S,W,2,112,40,54,74,4.4,77
OCKLEY,L,1-8,S,W,2,106,38,51,71,4.2,73
OCKLEY,L,2-6,S,W,2,108,38,52,71,4.2,73
OCKLEY,L,2-6,M,W,2,103,37,50,68,4,70
OCKLEY,L,6-12,M,W,2,96,32,46,66,3.6,64
OCKLEY,SIL,0-2,S,W,2,112,40,54,74,4.4,77
OCKLEY,SIL,0-3,S,W,2,112,40,54,74,4.4,77
OCKLEY,SIL,2-6,S,W,2,108,38,52,72,4.2,73
OCKLEY,SIL,2-6,M,W,2,104,36,50,70,4,70
OCKLEY,SIL,6-12,S,W,2,103,37,50,68,4,70
OCKLEY,SIL,6-12,M,W,2,96,32,46,66,3.6,64
"OCKLEY,M-SUBST",SIL,0-2,S,W,2,112,40,54,74,4.4,77
"OCKLEY,M-SUBST",SIL,2-6,S,W,2,108,38,52,72,4.2,73
"OCKLEY,M-SUBST",SIL,2-6,M,W,2,104,36,50,70,4,70
"OCKLEY,M-SUBST",SIL,6-12,M,W,2,96,32,46,66,3.6,64
"OCKLEY,T-SUBST",SIL,0-2,S,W,2,112,39,54,75,4.4,76
"OCKLEY,T-SUBST",SIL,2-6,S,W,2,108,38,52,72,4.2,73
"OCKLEY,T-SUBST",SIL,6-12,M,W,2,100,35,48,67,3.9,68
OCKLEY-KENDALLVILLE,SIL,0-2,S,W,2,112,40,54,74,4.4,77
OCKLEY-KENDALLVILLE,SIL,2-6,S,W,2,108,38,52,72,4.2,73
OCKLEY-KENDALLVILLE,SIL,2-6,M,W,2,104,36,50,70,4,70
OCKLEY-KENDALLVILLE,SIL,6-12,M,W,2,98,30,42,64,3.7,64
OCKLEY-KENDALLVILLE,SIL,12-18,M,W,3,90,32,43,59,3.5,61
OCKLEY-KENDALLVILLE,SOILS,6-12,SE,W,2,90,32,38,50,3,56
OCKLEY-KENDALLVILLE,SOILS,12-18,SE,W,3,0,0,0,0,2.5,42
ODELL,SIL,0-2,S,SWP,2,130,44,54,78,5,85
ODELL,SIL,0-3,S,SWP,2,130,44,54,78,5,85
ODELL,SIL,2-6,S,SWP,2,125,42,52,75,4.8,82
"ODELL-LEWISBURG,C",,0-2,S,SWP,2,135,45,50,78,5,85
"ODELL-LEWISBURG,C",,2-6,S,SWP,2,130,43,48,75,5,83
OGONTZ,FSL,0-2,S,MW,2,111,38,53,81,4.7,78
OGONTZ,SIL,2-6,S,MW,2,110,38,53,80,4.6,78
OLENTANGY,MK-SIL,0-2,S,VP,10,86,35,0,0,0,62
OLENTANGY,SIL,0-2,S,VP,10,86,35,0,0,0,62
OLMSTED,FSL,0-2,S,VP,2,115,41,45,74,4.8,78
OLMSTED,L,0-1,S,VP,2,115,42,45,76,4.8,79
OLMSTED,L,0-2,S,VP,2,115,42,45,76,4.8,79
OLMSTED,SIL,0-2,S,VP,2,115,42,45,76,4.8,79
OLMSTED,SICL,0-2,S,VP,2,110,41,43,74,4.5,75
"OLMSTED,SS-SUBST",L,0-2,S,VP,2,110,41,43,74,4.5,75
OLMSTED-VALLEY,SOILS,0-2,S,VP,2,101,36,39,70,3.9,67
OMULGA,SIL,0-2,S,MW,2,108,38,48,64,3.5,67
OMULGA,SIL,0-3,S,MW,2,108,38,48,64,3.5,67
OMULGA,SIL,1-6,S,MW,2,105,37,47,61,3.4,65
OMULGA,SIL,1-7,S,MW,2,105,37,47,61,3.4,65
OMULGA,SIL,1-8,S,MW,2,105,37,47,61,3.4,65
OMULGA,SIL,2-6,S,MW,2,105,37,47,61,3.4,65
OMULGA,SIL,3-8,S,MW,2,103,36,46,60,3.3,64
OMULGA,SIL,6-12,S,MW,2,100,34,44,58,3.1,61
OMULGA,SIL,6-12,M,MW,2,97,32,42,55,2.9,58
OMULGA,SIL,6-15,S,MW,2,99,34,44,58,3.1,61
OMULGA,SIL,6-15,M,MW,2,96,32,42,54,2.9,58
OMULGA,SIL,7-15,S,MW,2,98,33,43,56,3,59
OMULGA,SIL,8-15,S,MW,2,97,33,43,56,3,59
OPEQUON,SIL,6-18,M,W,3,70,25,35,65,3,52
OPEQUON,SIL,18-25,M,W,3,0,0,0,0,2.5,42
OPEQUON,SICL,15-25,M,W,3,0,0,0,0,2.6,43
OPEQUON,C,6-18,SE,W,3,0,0,0,0,2,33
OPEQUON-BRATTON,SIL,8-15,M,W,3,82,25,35,65,3,54
ORRVILLE,FSL,0-2,S,SWP,2,103,33,41,72,4.3,70
ORRVILLE,L,0-2,S,SWP,2,106,34,42,74,4.4,72
"ORRVILLE,BR-SUBST",SIL,0-2,S,SWP,2,96,36,38,66,3.4,62
"ORRVILLE.BR-SUBST,OF-PH",SIL,0-2,S,SWP,2,106,34,42,74,4.4,72
"ORRVILLE,BR-SUBST,FF-PH",SIL,0-2,S,SWP,11,95,35,40,70,4.4,69
ORRVILLE,SIL,0-2,S,SWP,2,106,34,42,74,4.4,72
"ORRVILLE,OF-PH",SIL,0-2,S,SWP,2,106,34,42,74,4.4,72
"ORRVILLE,FF-PH",SIL,0-2,S,SWP,11,95,35,40,70,4.4,69
"ORRVILLE,V,MOD.SHALLOW",L,0-2,S,SWP,2,80,30,32,60,4.2,61
"ORRVILLE,V",SIL,0-2,S,SWP,2,80,30,32,60,4.2,61
OSHTEMO,LS,0-2,S,W,2,83,32,36,76,3.8,62
OSHTEMO,LS,0-6,S,W,2,80,31,35,74,3.6,60
OSHTEMO,LS,2-6,S,W,2,79,30,34,73,3.6,59
OSHTEMO,LS,6-12,S,W,3,74,28,29,70,3.4,55
OSHTEMO,L,2-6,S,W,2,85,35,39,78,3.8,64
OSHTEMO,FSL,0-2,S,W,2,86,36,40,80,3.8,65
OSHTEMO,FSL,1-6,S,W,2,83,35,39,78,3.8,64
OSHTEMO,FSL,2-6,S,W,2,83,35,39,78,3.8,64
OSHTEMO,FSL,6-12,S,W,2,79,33,37,74,3.5,60
OSHTEMO,FSL,6-18,M,W,3,77,26,30,72,3.5,56
OSHTEMO,SL,0-2,S,W,2,86,36,40,80,3.8,65
OSHTEMO,SL,2-6,S,W,2,82,34,38,76,3.8,63
OSHTEMO,SL,3-8,S,W,2,81,34,38,75,3.6,61
OSHTEMO,SL,6-12,S,W,2,79,33,37,74,3.5,60
"OSHTEMO,L-SUBST",SL,3-8,S,W,2,80,31,35,75,3.6,60
"OSHTEMO,T-SUBST",SL,2-6,S,W,2,82,34,38,76,3.8,63
"OTEGO,FF-PH",IL,0-2,S,MW,11,110,34,42,70,4,69
OTISVILLE,SL,1-6,S,W,3,0,0,0,0,2.2,37
OTISVILLE,GR-LS,1-6,S,W,3,0,0,0,0,2.2,37
OTISVILLE,GR-SL,1-6,S,W,3,0,0,0,0,2.2,37
OTISVILLE,GR-SL,2-6,S,W,3,0,0,0,0,2.2,37
OTISVILLE,GR-SL,6-12,S,W,3,0,0,0,0,2,33
OTISVILLE-CHENANGO,SOILS,12-25,S,W,3,0,0,0,0,0,0
OTTOKEE,FS,0-6,S,MW,2,95,35,41,74,3.5,64
OTTOKEE,FS,1-5,S,MW,2,96,35,41,74,3.5,64
OTTOKEE,LFS,0-4,S,MW,2,96,35,41,74,3.5,64
OTTOKEE,LFS,0-6,S,MW,2,94,35,40,73,3.5,63
OTTOKEE,LFS,1-6,S,MW,2,94,35,40,73,3.5,63
OTTOKEE,LS,0-6,S,MW,2,94,35,40,73,3.5,63
"OTTOKEE-GLYNWOOD,C",,3-8,S,MW,2,90,30,40,73,3.9,64
"OTTOKEE-TUSCOLA,C",,2-6,S,MW,2,94,35,40,73,3.5,63
OTTOKEE-SPINKS,LFS,0-2,S,MW,2,96,35,41,74,3.5,64
OTTOKEE-SPINKS,LFS,2-6,S,MW,2,94,35,40,73,3.5,63
OTWELL,SIL,0-3,S,MW,2,110,30,38,64,4,67
OTWELL,SIL,1-6,S,MW,2,106,29,36,61,3.8,64
OTWELL,SIL,2-6,S,MW,2,106,29,36,61,3.8,64
OTWELL,SIL,3-8,S,MW,2,103,28,36,60,3.8,63
OTWELL,SIL,6-12,S,MW,2,101,28,35,59,3.7,62
OTWELL,SIL,6-12,M,MW,2,97,26,33,56,3.5,59
OTWELL,SIL,6-15,S,MW,2,97,26,33,56,3.5,59
OTWELL,SIL,6-15,M,MW,2,93,25,32,54,3.4,57
OTWELL,SIL,8-15,S,MW,2,97,26,33,56,3.5,59
OTWELL,SIL,12-18,M,MW,3,88,20,28,55,3,52
OTWELL,SIL,18-25,M,MW,3,0,0,0,0,2.5,42
OTWELL-VINCENT,SIL,2-6,S,MW,2,115,29,38,65,4,68
OTWELL-VINCENT,SIL,6-12,S,MW,2,105,28,36,63,3.9,65
PACER,SIL,0-2,S,MW,2,125,45,55,76,4.5,81
PAINESVILLE,FSL,0-2,S,SWP,2,100,35,40,72,4,68
PANDORA,SIL,0-2,S,P,2,108,40,48,74,4,72
PANDORA,SICL,0-2,S,P,2,105,39,47,72,4,71
PAPAKATING,SIL,0-2,S,VP,2,110,30,40,65,4,68
PAPAKATING,SICL,0-2,S,VP,2,107,30,39,63,3.9,66
PARKE,SIL,0-3,S,W,2,110,40,52,72,4.5,76
PARKE,SIL,2-5,S,W,2,106,38,50,70,4.5,74
PARKE,SIL,2-6,S,W,2,106,38,50,70,4.5,74
PARKE,SIL,2-6,M,W,2,101,37,48,66,4.3,71
PARKE,SIL,3-8,S,W,2,106,38,50,70,4.5,74
PARKE,SIL,3-8,M,W,2,99,36,47,65,4.1,69
PARKE,SIL,5-10,S,W,2,101,37,48,66,4.5,73
PARKE,SIL,5-10,M,W,2,97,35,46,63,3.9,67
PARKE,SIL,6-12,S,W,2,101,37,48,66,4.1,70
PARKE,SIL,6-12,M,W,2,97,35,46,63,3.9,67
PARKE,SIL,6-18,M,W,3,92,34,44,60,3.8,64
PARKE,SIL,8-15,M,W,2,92,34,44,60,3.8,64
PARKE,SIL,12-18,S,W,3,90,32,44,60,3.5,61
PARKE,SIL,12-18,M,W,3,88,30,42,58,3.4,59
PARKE,SIL,15-25,S,W,3,0,0,0,0,3,50
PARKE,SIL,18-25,S,W,3,0,0,0,0,2.8,47
PARKE,SIL,18-25,M,W,3,0,0,0,0,2.6,43
PARKE,SICL,12-18,SE,W,3,0,0,0,0,2.2,37
PARKE,SICL,18-25,SE,W,3,0,0,0,0,2,33
PARR,SIL,1-4,S,W,2,120,42,50,80,4,76
PATE,SICL,8-15,S,MW,3,85,30,35,0,2.8,53
PATE,SICL,15-25,S,MW,3,0,0,0,0,2.5,42
PATE,SIC,8-15,M,MW,3,81,29,34,0,2.7,51
PATE,SIC,15-25,M,MW,3,0,0,0,0,2.2,37
PATTON,SIL,0-2,S,P,2,126,44,48,74,4.8,81
PATTON,SICL,0-2,S,P,2,122,43,47,72,4.7,79
"PATTON,OV-PH",SICL,0-2,S,P,2,122,43,47,72,4.7,79
PATTON,SICL,0-1,S,P,2,122,43,47,72,4.7,79
"PATTON,RF-PH",SICL,0-2,S,P,2,122,43,47,72,4.7,79
"PATTON,S-SUBST",SICL,0-2,S,P,2,122,43,47,72,4.7,79
"PATTON,L-SUBST",SICL,0-1,S,P,2,122,43,47,72,4.7,79
"PATTON,T-SUBST",SIL,0-2,S,P,2,126,44,48,74,4.8,81
"PATTON,SILTED",SIL,0-2,S,P,2,126,44,48,74,4.8,81
"PATTON,V",SIL,0-2,S,P,2,126,44,48,74,4.8,81
PAULDING,SICL,0-2,S,VP,2,103,37,48,75,4.2,72
PAULDING,SIC,0-2,S,VP,2,100,36,46,72,4,69
PAULDING,C,0-2,S,VP,2,100,36,46,72,4,69
PEKIN,SIL,1-7,S,MW,2,100,38,48,72,3.4,66
PEOGA,SIL,0-2,S,P,2,96,36,40,72,3.4,63
PEOGA,SICL,0-2,S,P,2,96,36,40,72,3.4,63
"PEOGA,RF-PH",SIL,0-2,S,P,2,96,36,40,72,3.4,63
PERRIN,SL,2-6,S,MW,2,95,38,44,0,4,67
PEWAMO,SICL,0-1,S,VP,2,130,46,48,74,5,84
PEWAMO,SIL,0-2,S,VP,2,134,47,49,76,5.2,87
PEWAMO,CL,0-2,S,VP,2,130,46,48,74,5,84
PEWAMO,SICL,0-2,S,VP,2,130,46,48,74,5,84
PEWAMO,SIC,0-2,S,VP,2,126,44,46,71,4.9,81
PEWAMO,C,0-2,S,VP,2,126,44,46,71,4.9,81
"PEWAMO,LM-SUBST",SICL,0-2,S,VP,2,115,36,48,74,4.8,78
"PEWAMO,OV-PH",SIL,0-2,S,VP,2,134,47,49,76,5.2,87
"PEWAMO,PO-PH",SICL,0-2,S,VP,3,0,0,0,0,0,0
"PEWAMO,DRAINED",SICL,0-1,S,VP,2,130,46,48,74,5,84
"PEWAMO,V",MUCK,0-2,S,VP,10,120,42,0,0,0,83
PHILO,SIL,0-2,S,MW,2,108,34,50,72,4.6,75
"PHILO,FF-PH",SIL,0-2,S,MW,11,108,34,50,72,4.6,75
PIERPONT,SIL,2-6,S,MW,2,102,32,46,74,3.5,66
PIERPONT,SIL,2-6,M,MW,2,96,30,44,72,3.5,63
PIERPONT,SIL,6-12,M,MW,2,92,28,40,64,3,57
PIERPONT,SIL,12-18,S,MW,3,85,27,38,63,2.6,53
PIERPONT,SIL,12-18,M,MW,3,85,26,38,62,2.5,52
PIERPONT-PLATEA,SOILS,12-18,M,MW,3,85,26,38,62,2.5,52
PIKE,SIL,0-2,S,W,2,110,40,52,72,4.2,74
PIKE,SIL,2-6,S,W,2,106,38,50,70,4,71
PIKE,SIL,2-6,M,W,2,101,37,48,66,3.9,69
PIKE,SIL,6-12,M,W,2,98,34,46,66,3.6,65
PINNEBOG,MUCK,0-2,S,VP,10,128,42,0,0,0,87
PINEGROVE,SIL,1-8,S,W,3,0,0,0,0,1.2,20
PINEGROVE,LCOS,8-25,S,W,3,0,0,0,0,0,0
PINEGROVE,S,8-25,S,W,3,0,0,0,0,0,0
PINEGROVE,SL,1-8,S,W,3,0,0,0,0,0,0
PINEGROVE,SL,8-25,S,W,3,0,0,0,0,0,0
PINEGROVE,COSL,0-8,S,W,3,0,0,0,0,0,0
PINEGROVE,COSL,8-25,S,W,3,0,0,0,0,0,0
PINEGROVE,SICL,0-8,S,W,3,0,0,0,0,1.2,20
PINEGROVE,SICL,8-25,S,W,3,0,0,0,0,1,17
"PIOPOLIS,FF-PH",SICL,0-2,S,VP,11,82,24,34,0,3.8,58
"PIOPOLIS,FF-PH",SIL,0-2,S,VP,11,85,25,35,0,4,61
"PIOPOLIS,PO-PH",SIL,0-2,S,VP,3,0,0,0,0,0,0
PLAINFIELD,S,3-8,S,E,3,77,26,30,62,3.2,53
PLAINFIELD,LS,0-6,S,E,3,80,27,31,64,3.3,55
PLAINFIELD,LS,3-8,S,E,3,77,26,30,62,3.2,53
PLAINFIELD,LS,6-12,S,E,3,0,0,0,0,2.5,42
PLATEA,SIL,0-2,S,SWP,2,91,33,40,73,3.5,62
PLATEA,SIL,2-6,S,SWP,2,87,32,38,70,3.4,60
PLATEA,SIL,2-6,M,SWP,2,84,31,37,67,3.2,57
PLATEA,SIL,6-12,S,SWP,2,84,31,37,67,3.2,57
PLATEA,SIL,6-12,M,SWP,3,80,27,35,64,3,54
PLATEA,SIL,6-12,SE,SWP,3,65,25,32,60,2.5,46
"PLATEA-DARIEN,C",SIL,0-2,S,SWP,2,91,33,40,67,3.5,62
"PLATEA-DARIEN,C",SIL,2-6,S,SWP,2,87,32,38,65,3.4,60
"PLATEA-DARIEN,C",SIL,2-6,M,SWP,2,84,30,37,61,3.2,57
PLATTVILLE,SIL,1-6,S,W,2,97,39,43,79,5,76
PLATTVILLE,SIL,2-6,S,W,2,96,38,42,78,5,75
PLATTVILLE,SIL,6-12,S,W,2,92,36,40,76,4.8,72
"PLATTVILLE, MOD.WET",SIL,2-6,S,W,2,96,38,42,78,5,75
PLUMBROOK,FSL,0-2,S,SWP,2,122,47,50,79,5.2,85
"POPE,FF-PH",L,0-2,S,W,11,95,30,40,0,3.5,61
"POPE,OF-PH",L,0-2,S,W,2,108,34,50,0,4.5,74
"POPE,FF-PH",SL,0-2,S,W,11,95,30,40,0,3.5,61
"POPE,FF-PH",SIL,0-2,S,W,11,95,30,40,0,3.5,61
"POPE,OF-PH",SIL,0-2,S,W,2,108,34,50,0,4.5,74
"POPE,FF-PH",FSL,0-2,S,W,11,95,30,40,0,3.5,61
"POPE,RF-PH",FSL,0-3,S,W,2,115,40,50,70,4.5,77
PRINCETON,FSL,2-6,S,W,2,102,34,48,74,4,70
PRINCETON,FSL,3-8,S,W,2,100,33,47,73,3.9,68
PRINCETON,FSL,6-12,M,W,2,95,32,45,69,3.7,65
PRINCETON,FSL,8-15,S,W,2,95,32,45,69,3.7,65
PRINCETON,SL,0-2,S,W,2,106,35,50,77,4.2,73
PRINCETON,SL,2-6,S,W,2,102,34,48,74,4,70
PRINCETON,SL,2-8,S,W,2,100,33,47,73,3.9,68
PRINCETON,SL,6-12,S,W,2,98,33,46,71,3.9,67
PRINCETON,SL,6-12,M,W,2,95,32,45,69,3.7,65
PRINCETON,SL,12-20,S,W,3,91,31,43,66,3.6,62
PROUT,L,0-2,S,SWP,2,100,32,40,75,3.4,63
PROUT,CN-L,0-2,S,SWP,2,100,32,40,75,3.4,63
PROUT,SIL,0-2,S,SWP,2,100,32,40,75,3.4,63
"PROUT,V",L,0-2,S,MW,2,90,27,35,80,2.8,56
"PROUT,V",L,2-6,S,MW,3,85,27,32,75,2.8,54
"PROUT,V",SIL,0-2,S,SWP,2,105,36,45,85,3,65
"PSAMMAQUENTS,NEARLY LEVEL",,0-2,,VP,3,0,0,0,0,0,0
PURDY,SIL,0-2,S,P,3,84,30,34,68,3,55
"PURDY,V",SIL,0-2,S,P,3,84,30,34,68,3,55
PYRMONT,SIL,0-2,S,SWP,2,85,35,35,70,3.7,62
PYRMONT,SIL,0-3,S,SWP,2,85,35,35,70,3.7,62
PYRMONT,SIL,2-6,S,SWP,2,80,32,35,70,3.6,59
"PYRMONT,V,MOD.SHALLOW",SIL,0-2,S,SWP,2,85,35,35,70,3.5,60
RAGSDALE,SIL,0-2,S,VP,2,132,46,52,76,5.6,89
RAGSDALE,SICL,0-2,S,VP,2,128,45,50,74,5.4,86
RAINSBORO,SIL,0-2,S,MW,2,110,35,44,68,4.2,71
RAINSBORO,SIL,2-5,S,MW,2,106,33,42,66,4,68
RAINSBORO,SIL,2-6,S,MW,2,106,33,42,66,4,68
RAINSBORO,SIL,5-10,S,MW,2,104,30,41,61,3.7,64
RAINSBORO,SIL,5-10,M,MW,2,100,29,39,59,3.6,62
RAINSBORO,SIL,6-12,S,MW,2,104,30,41,61,3.7,64
RAINSBORO,SIL,6-12,M,MW,2,100,29,39,59,3.6,62
"RAINSBORO,ST-PH",SIL,6-12,S,MW,3,0,0,0,0,3.6,60
RAINSVILLE,SIL,0-2,S,MW,2,111,39,54,74,4.3,75
RAINSVILLE,SIL,2-6,S,MW,2,108,38,52,72,4.2,73
RAINSVILLE,SIL,2-6,M,MW,2,105,37,51,70,4.1,72
RAMSEY,CN-SL,6-12,S,W,3,0,0,0,0,2.5,42
RAMSEY,CN-SL,12-18,S,W,3,0,0,0,0,2,33
RAMSEY,CN-SL,18-25,M,W,3,0,0,0,0,0,0
RANDOLPH,L,0-2,S,SWP,2,110,38,38,74,4.4,73
RANDOLPH,L,2-6,S,SWP,2,106,36,36,72,4.2,69
RANDOLPH,ST-L,0-2,S,SWP,2,100,32,35,70,4,66
RANDOLPH,SIL,0-2,S,SWP,2,110,38,38,74,4.4,73
RANDOLPH,SIL,0-3,S,SWP,2,110,38,38,74,4.4,73
RANDOLPH,SIL,2-6,S,SWP,2,106,36,36,72,4.2,69
RARDEN,SIL,2-6,M,MW,2,94,28,38,64,3.8,63
RARDEN,SIL,3-8,S,MW,2,92,27,37,62,3.7,61
RARDEN,SIL,6-15,M,MW,3,84,24,32,53,3.2,54
RARDEN,SIL,8-15,S,MW,2,86,25,35,58,3.5,57
RARDEN,SIL,8-15,M,MW,3,82,24,33,55,3.3,54
RARDEN,SIL,15-25,S,MW,3,0,0,0,0,2.5,42
RARDEN-COOLVILLE,SIL,12-18,M,MW,3,78,23,31,54,3.1,52
RARDEN-GILPIN,SIL,8-15,S,W,3,82,24,33,55,3.3,54
RARDEN-GILPIN,SIL,8-15,M,W,3,82,24,33,55,3.3,54
RARDEN-GILPIN,SIL,15-25,S,W,3,0,0,0,0,2.5,42
RARDEN-GILPIN,SIL,15-25,M,MW,3,0,0,0,0,2.2,37
"RARDEN-LILY,C",,15-25,S,MW,3,0,0,0,0,2.5,42
RARDEN-WHARTON,SIL,8-15,M,MW,3,82,24,33,55,3.3,54
RARDEN-WHARTON,SIL,15-25,M,MW,3,0,0,0,0,2.5,42
"RARDEN-WHARTON,C",,6-15,M,MW,3,84,24,32,53,3.2,54
"RARDEN-WHARTON,C",,15-25,M,MW,3,0,0,0,0,2.5,42
RAUB,SIL,0-2,S,SWP,2,120,44,54,76,5,83
RAUB,SIL,2-6,S,SWP,2,115,42,52,73,4.8,80
RAUB-DANA,SIL,0-2,S,SWP,2,120,44,54,76,5,83
RAVENNA,SIL,0-2,S,SWP,2,100,28,35,70,3.6,62
RAVENNA,SIL,2-5,S,SWP,2,95,28,33,70,3.5,60
RAVENNA,SIL,2-6,S,SWP,2,95,28,33,70,3.5,60
RAWSON,FSL,2-6,S,MW,2,107,41,44,78,4.4,74
RAWSON,L,0-2,S,MW,2,110,42,45,80,4.5,76
RAWSON,L,2-6,S,MW,2,106,40,43,77,4.3,73
RAWSON,L,6-12,S,MW,2,101,39,41,74,4.1,70
RAWSON,L,6-12,M,MW,2,97,37,40,70,4,67
RAWSON,SL,0-2,S,MW,2,105,39,45,76,4.3,73
RAWSON,SL,2-6,S,MW,2,102,39,42,74,4.2,71
RAWSON,SL,6-12,S,MW,2,98,37,40,71,4,68
RAWSON,SIL,2-6,S,MW,2,106,40,43,77,4.3,73
"RAWSON,STRAT-SUBST",FSL,2-6,S,MW,2,106,37,45,86,4.6,76
RED HOOK,SL,0-2,S,SWP,2,93,31,39,74,3.5,62
RED HOOK,SIL,0-2,S,SWP,2,97,32,36,70,3.6,63
RED HOOK,SIL,0-4,S,SWP,2,96,32,40,76,3.6,64
RED HOOK,SIL,2-6,S,SWP,2,94,30,34,65,3.5,60
REESVILLE,SIL,0-2,S,SWP,2,118,42,52,74,5,82
REESVILLE,SIL,2-4,S,SWP,2,115,40,50,73,4.8,79
REESVILLE,SIL,2-6,S,SWP,2,114,40,50,72,4.8,79
REMSEN,SIL,0-2,S,SWP,2,96,34,30,64,3,57
REMSEN,SIL,2-6,S,SWP,3,94,32,28,62,2.9,55
RENSSELAER,SIL,0-1,S,VP,2,144,52,64,96,6,100
RENSSELAER,L,0-1,S,VP,2,144,52,64,96,6,100
"RENSSELAER,T-SUBST",L,0-1,S,VP,2,144,52,64,96,6,100
RICHLAND,L,8-15,S,W,2,98,23,35,70,3.1,58
RICHLAND,L,15-25,S,W,3,90,0,35,65,3,56
RICHLAND,CN-L,8-15,S,W,2,95,22,35,68,3,56
RICHLAND,CN-L,15-25,S,W,3,87,0,34,63,2.9,54
RICHLAND,SIL,1-7,S,W,2,105,25,38,74,3.5,63
RICHLAND,SIL,2-6,S,W,2,105,25,38,74,3.5,63
RICHLAND,SIL,3-8,S,W,2,105,25,38,74,3.5,63
RICHLAND,SIL,6-15,S,W,2,98,23,35,71,3.1,58
RICHLAND,SIL,7-15,S,W,2,98,23,35,70,3.1,58
RICHLAND,SIL,8-15,S,W,2,98,23,35,70,3.1,58
RICHLAND,SIL,15-25,S,W,3,90,0,35,65,3,56
"RICHLAND,C-SUBST",SIL,8-15,S,W,2,98,23,35,70,3.1,58
"RICHLAND,ST-PH",SIL,15-25,S,W,3,0,0,0,0,3,50
RIDDLES,SIL,2-6,S,W,2,115,40,46,80,4.8,79
RIDDLES,SIL,6-12,S,W,2,105,37,42,75,4.4,72
RIDDLES,SIL,12-18,M,W,3,90,32,36,70,3.8,63
RIDDLES,SIL,18-25,S,W,3,0,0,0,0,3,50
RIGLEY,FSL,6-12,S,W,2,100,38,36,0,3.8,65
RIGLEY,FSL,12-18,S,W,3,91,35,33,0,3.5,60
RIGLEY,FSL,18-25,S,W,3,74,0,30,0,2.5,46
RIGLEY,L,8-15,S,W,2,96,37,35,0,3.7,63
RIGLEY,L,15-25,S,W,3,80,24,34,0,3.2,53
