county,real_property_value,public_utility_property_value,tangible_property_value,total_property_value,real_property_tax,public_utility_property_tax,tangible_property_tax,total_property_tax,special_assessments,year
muskingum,1423888600000,195959350000,NA,1619847950000,67247105000,12180675000,NA,79427780000,2910919000,2012
noble,202477280000,70701830000,NA,273179110000,7526133000,3441317000,NA,10967450000,144504000,2012
ottawa,1578018640000,133317430000,NA,1711336070000,64838379000,7461266000,NA,72299645000,1897645000,2012
paulding,324097230000,28693180000,NA,352790410000,15681463000,1653792000,NA,17335255000,383037000,2012
perry,518027990000,90691720000,NA,608719710000,23246115000,5648305000,NA,28894420000,59678000,2012
pickaway,1068206260000,160637060000,NA,1228843320000,51012391000,9335282000,NA,60347674000,281169000,2012
pike,330845210000,43143940000,NA,373989150000,14860741000,2404794000,NA,17265535000,50384000,2012
portage,3110331040000,89258700000,NA,3199589740000,179584683000,8231569000,NA,187816253000,4308489000,2012
preble,758036290000,37964750000,NA,796001040000,33991716000,2166845000,NA,36158561000,2622500000,2012
putnam,704276520000,29000930000,NA,733277450000,28186999000,1450222000,NA,29637221000,731451000,2012
richland,1849213140000,99640710000,NA,1948853850000,105851963000,8015358000,NA,113867321000,1490488000,2012
ross,1102073520000,62252160000,NA,1164325680000,51725642000,3900458000,NA,55626100000,427283000,2012
sandusky,1072266110000,53247950000,NA,1125514060000,51306274000,3288875000,NA,54595148000,795015000,2012
scioto,876764740000,82189640000,NA,958954380000,41428751000,4879320000,NA,46308071000,1102369000,2012
seneca,923088350000,54798030000,NA,977886380000,43472648000,3723914000,NA,47196563000,942335000,2012
shelby,961166320000,33960390000,NA,995126710000,44460026000,2078349000,NA,46538374000,727008000,2012
stark,6087175142000,292400140000,NA,6379575282000,374240009000,24242993000,NA,398483003000,7293644000,2012
summit,11132066990000,285631210000,NA,11417698200000,787369260000,27487005000,NA,814856265000,41427576000,2012
trumbull,3114574370000,126678230000,NA,3241252600000,191758611000,10092254000,NA,201850865000,2144444000,2012
tuscarawas,1542070830000,82674500000,NA,1624745330000,73383374000,5321518000,NA,78704892000,1316200000,2012
union,1289667990000,58233230000,NA,1347901220000,78378790000,4499026000,NA,82877816000,5015116000,2012
van wert,515532010000,21763110000,NA,537295120000,23472185000,1449529000,NA,24921714000,865219000,2012
vinton,160759500000,32964920000,NA,193724420000,6820395000,1441140000,NA,8261535000,8090000,2012
warren,5277228210000,278705790000,NA,5555934000000,334349502000,23627011000,NA,357976513000,4598405000,2012
washington,972047690000,137566240000,NA,1109613930000,42762221000,7935685000,NA,50697906000,403270000,2012
wayne,2103737450000,81770520000,NA,2185507970000,117919341000,6330540000,NA,124249881000,1786935000,2012
williams,655420300000,22061860000,NA,677482160000,32843854000,1584313000,NA,34428167000,966302000,2012
wood,2652069580000,81492570000,NA,2733562150000,162630505000,6750139000,NA,169380644000,10778747000,2012
wyandot,412453520000,14831940000,NA,427285460000,14571502000,792288000,NA,15363790000,148454000,2012
adams,424784940000,235171090000,NA,659956030000,17905153000,10511805000,NA,28416958000,46025000,2013
allen,1731994020000,111781090000,NA,1843775110000,90950969000,7003527000,NA,97954496000,5439646000,2013
ashland,902704850000,67281330000,NA,969986180000,46045223000,4810439000,NA,50855662000,634533000,2013
ashtabula,1715966060000,98378680000,NA,1814344740000,90892647000,7469245000,NA,98361893000,2661723000,2013
athens,856557850000,93840900000,NA,950398750000,46570284000,6771014000,NA,53341298000,1275326000,2013
auglaize,901298520000,23339650000,NA,924638170000,41660160000,1468652000,NA,43128812000,1183457000,2013
belmont,1071508330000,119087460000,NA,1190595790000,48999383000,7666507000,NA,56665890000,346314000,2013
brown,676637340000,39037050000,NA,715674390000,27368924000,2029639000,NA,29398563000,603223000,2013
butler,7000094490000,437026650000,NA,7437121140000,429735317000,33209491000,NA,462944808000,52151751000,2013
carroll,560117880000,56848420000,NA,616966300000,24284140000,3074649000,NA,27358789000,367311000,2013
champaign,791341850000,28779760000,NA,820121610000,37166924000,2007969000,NA,39174894000,94536000,2013
clark,2180781750000,88331710000,NA,2269113460000,128861518000,6748946000,NA,135610463000,1187856000,2013
clermont,3789303330000,338580230000,NA,4127883560000,235979732000,23864061000,NA,259843792000,15334064000,2013
clinton,763420750000,67620310000,NA,831041060000,32857168000,3282127000,NA,36139295000,375390000,2013
columbiana,1548186880000,103053130000,NA,1651240010000,70571620000,6036274000,NA,76607894000,754950000,2013
coshocton,594671030000,146999560000,NA,741670590000,26688243000,7783634000,NA,34471878000,424052000,2013
crawford,605007550000,27133560000,NA,632141110000,32985601000,2110093000,NA,35095694000,607840000,2013
cuyahoga,26802215230000,840854510000,NA,27643069740000,2378548600000,98967652000,NA,2477516252000,122509871000,2013
darke,964726270000,51789130000,NA,1016515400000,42682994000,2864207000,NA,45547201000,1018999000,2013
defiance,685140930000,78796250000,NA,763937180000,32733511000,5046435000,NA,37779946000,817821000,2013
delaware,6078894940000,160432270000,NA,6239327210000,431018482000,14751446000,NA,445769929000,28260957000,2013
erie,1899897800000,65180010000,NA,1965077810000,103431827000,5815691000,NA,109247518000,3836573000,2013
fairfield,3161437160000,191561810000,NA,3352998970000,166780551000,14317079000,NA,181097630000,4398044000,2013
fayette,593717450000,87433550000,NA,681151000000,27564232000,4532750000,NA,32096983000,1642284000,2013
franklin,25423717690000,737075990000,NA,26160793680000,2060094485000,81386272000,NA,2141480757000,152778126000,2013
fulton,835479140000,43354690000,NA,878833830000,46792899000,3281359000,NA,50074258000,955556000,2013
gallia,491381210000,238901460000,NA,730282670000,19931333000,9923435000,NA,29854768000,7069000,2013
geauga,2922077260000,81511960000,NA,3003589220000,184540216000,8126201000,NA,192666417000,1815591000,2013
greene,3722033230000,111517520000,NA,3833550750000,249045500000,9171736000,NA,258217236000,3109464000,2013
guernsey,570677840000,121815060000,NA,692492900000,28245880000,6746929000,NA,34992809000,705641000,2013
hamilton,17315866050000,843815710000,NA,18159681760000,1249118830000,85742259000,NA,1334861089000,120672846000,2013
hancock,1646929700000,74802880000,NA,1721732580000,76573947000,4651377000,NA,81225324000,883562000,2013
hardin,507323150000,26382770000,NA,533705920000,22840239000,1582565000,NA,24422804000,1329897000,2013
harrison,283439414000,28952320000,NA,312391734000,12521629000,1773463000,NA,14295092000,102213000,2013
henry,587096940000,20596420000,NA,607693360000,31906123000,1483658000,NA,33389781000,562798000,2013
highland,651504750000,34125480000,NA,685630230000,27690351000,1659851000,NA,29350202000,1075451000,2013
hocking,509715800000,59782490000,NA,569498290000,23570552000,3498226000,NA,27068778000,28679000,2013
holmes,836614500000,38076850000,NA,874691350000,37046448000,2164882000,NA,39211331000,412740000,2013
huron,1002153170000,34577290000,NA,1036730460000,43272683000,2128517000,NA,45401200000,321811000,2013
jackson,427198120000,48793770000,NA,475991890000,17829434000,2060747000,NA,19890180000,6772000,2013
jefferson,925472628000,285423218000,NA,1210895846000,41339339000,15830848000,NA,57170187000,362533000,2013
knox,1135617100000,51342750000,NA,1186959850000,58997852000,3494365000,NA,62492217000,2389645000,2013
lake,5375015030000,301273480000,NA,5676288510000,362724590000,26675567000,NA,389400157000,13693561000,2013
lawrence,822942550000,90621730000,NA,913564280000,27824093000,3207598000,NA,31031691000,885824000,2013
licking,3605769660000,159953970000,NA,3765723630000,205502160000,10823471000,NA,216325631000,5065290000,2013
logan,1105699290000,37948940000,NA,1143648230000,49194183000,2400818000,NA,51595001000,450228000,2013
lorain,5963795600000,233194810000,NA,6196990410000,400146490000,21015310000,NA,421161800000,3628448000,2013
lucas,6754863860000,254952510000,NA,7009816370000,546883650000,25994791000,NA,572878441000,35049943000,2013
madison,904532080000,36323730000,NA,940855810000,46309331000,2462037000,NA,48771368000,1126889000,2013
mahoning,3768597970000,192471840000,NA,3961069810000,244676699000,16241116000,NA,260917815000,3694696000,2013
marion,1037780470000,74928260000,NA,1112708730000,46578669000,4909349000,NA,51488018000,2141987000,2013
medina,4321148070000,105701610000,NA,4426849680000,258099534000,10096304000,NA,268195838000,3140696000,2013
meigs,304074880000,45469160000,NA,349544040000,12951976000,2366459000,NA,15318435000,26786000,2013
mercer,873762990000,22830310000,NA,896593300000,42030022000,1341495000,NA,43371517000,1651013000,2013
miami,2046774950000,66911910000,NA,2113686860000,101812538000,4746300000,NA,106558838000,3638522000,2013
monroe,230276610000,92824700000,NA,323101310000,8934915000,4866754000,NA,13801668000,45949000,2013
montgomery,9006702660000,376231380000,NA,9382934040000,781257858000,40934947000,NA,822192805000,38076564000,2013
morgan,234828120000,59724840000,NA,294552960000,9135218000,3495444000,NA,12630662000,135875000,2013
morrow,666585630000,26259160000,NA,692844790000,29887286000,1490671000,NA,31377957000,598443000,2013
muskingum,1418062210000,200140540000,NA,1618202750000,68280133000,12501956000,NA,80782089000,2601471000,2013
noble,205427750000,71312680000,NA,276740430000,8281275000,3546847000,NA,11828122000,148738000,2013
ottawa,1588735230000,147876460000,NA,1736611690000,65642944000,8267862000,NA,73910806000,1852985000,2013
paulding,407976690000,34045920000,NA,442022610000,17887401000,1879683000,NA,19767084000,377570000,2013
perry,518327660000,92216280000,NA,610543940000,23236727000,5731326000,NA,28968053000,48805000,2013
pickaway,1074077170000,155562020000,NA,1229639190000,51956782000,9189075000,NA,61145857000,308956000,2013
pike,330266850000,70541920000,NA,400808770000,14402473000,3542597000,NA,17945070000,47360000,2013
portage,3154815980000,97382430000,NA,3252198410000,221490973000,9138795000,NA,230629769000,4923020000,2013
preble,758500200000,36978500000,NA,795478700000,34000684000,2109664000,NA,36110349000,2683997000,2013
putnam,711559110000,30840570000,NA,742399680000,28981595000,1566875000,NA,30548470000,540322000,2013
richland,1790231950000,103916590000,NA,1894148540000,110617272000,8801471000,NA,119418743000,1028222000,2013
ross,1144663470000,68700930000,NA,1213364400000,56030169000,4468450000,NA,60498619000,318667000,2013
sandusky,1077518600000,76076520000,NA,1153595120000,52006630000,4553815000,NA,56560445000,733551000,2013
scioto,913145180000,88935600000,NA,1002080780000,42739105000,5301060000,NA,48040165000,853374000,2013
seneca,918289350000,58554110000,NA,976843460000,43660846000,3986561000,NA,47647407000,899825000,2013
shelby,966478650000,37211710000,NA,1003690360000,44892562000,2277089000,NA,47169650000,750620000,2013
stark,6141262119000,321754420000,NA,6463016539000,386860223000,27533647000,NA,414393871000,7441302000,2013
summit,11114586720000,315993770000,NA,11430580490000,789010324000,30633861000,NA,819644185000,47550931000,2013
trumbull,3108843940000,128623020000,NA,3237466960000,194168668000,10298138000,NA,204466806000,1896520000,2013
tuscarawas,1586704570000,93962470000,NA,1680667040000,75217871000,6034066000,NA,81251938000,1189870000,2013
union,1340076930000,80869150000,NA,1420946080000,81520673000,6312619000,NA,87833292000,5709451000,2013
van wert,518929510000,51144710000,NA,570074220000,23323549000,3118105000,NA,26441654000,869840000,2013
vinton,161110210000,42076480000,NA,203186690000,6932201000,1847107000,NA,8779307000,26758000,2013
warren,5316136140000,285162200000,NA,5601298340000,340833864000,24397390000,NA,365231255000,4688279000,2013
washington,1049779240000,181941210000,NA,1231720450000,44931018000,10606788000,NA,55537806000,410678000,2013
wayne,2125879580000,90762630000,NA,2216642210000,119325536000,7013247000,NA,126338784000,1825776000,2013
williams,657712560000,23567890000,NA,681280450000,34901113000,1725917000,NA,36627030000,898379000,2013
wood,2667369390000,86909430000,NA,2754278820000,172384269000,7489366000,NA,179873634000,10744537000,2013
wyandot,497569520000,15502530000,NA,513072050000,17940027000,854354000,NA,18794381000,99141000,2013
adams,425498280000,231724800000,NA,657223080000,17864078000,10348064000,NA,28212142000,45280000,2014
allen,1736264660000,113322280000,NA,1849586940000,93565665000,7154974000,NA,100720639000,4888405000,2014
ashland,949518650000,71402430000,NA,1020921080000,47160122000,5131273000,NA,52291395000,382517000,2014
ashtabula,1719066870000,107950050000,NA,1827016920000,93210918000,8358507000,NA,101569425000,2728346000,2014
athens,907314200000,96310410000,NA,1003624610000,50702011000,7254253000,NA,57956264000,1357621000,2014
auglaize,1035252320000,24522530000,NA,1059774850000,45868088000,1537032000,NA,47405121000,980589000,2014
belmont,1100220120000,120744120000,NA,1220964240000,50473489000,7760096000,NA,58233585000,1039182000,2014
brown,679660450000,39820630000,NA,719481080000,27755570000,2086529000,NA,29842099000,602352000,2014
butler,6921662290000,449109670000,NA,7370771960000,430550570000,34134440000,NA,464685010000,52662934000,2014
carroll,621074700000,78621600000,NA,699696300000,26783108000,4155958000,NA,30939066000,260433000,2014
champaign,792274960000,29704870000,NA,821979830000,39061584000,2154831000,NA,41216414000,89169000,2014
clark,2171249000000,93487700000,NA,2264736700000,132955287000,7349951000,NA,140305238000,820864000,2014
clermont,3910173470000,348600970000,NA,4258774440000,242336773000,24919204000,NA,267255976000,16125446000,2014
clinton,897002590000,67045190000,NA,964047780000,36385336000,3255184000,NA,39640520000,407318000,2014
columbiana,1551029170000,110869200000,NA,1661898370000,70882274000,6478811000,NA,77361085000,784031000,2014
coshocton,597575750000,168396230000,NA,765971980000,27540851000,8942037000,NA,36482889000,212451000,2014
crawford,604136810000,28242690000,NA,632379500000,33345220000,2198067000,NA,35543287000,207448000,2014
cuyahoga,26751108670000,895308400000,NA,27646417070000,2425066551000,106508058000,NA,2531574609000,127214958000,2014
darke,1185051810000,51906782000,NA,1236958592000,49623937000,2868439000,NA,52492376000,1074222000,2014
defiance,798315950000,99481980000,NA,897797930000,36041403000,6401333000,NA,42442736000,971335000,2014
delaware,6430520500000,174462840000,NA,6604983340000,444875457000,15693062000,NA,460568519000,30371287000,2014
erie,1900867450000,70311500000,NA,1971178950000,105484828000,6300502000,NA,111785330000,3831717000,2014
fairfield,3172419270000,198160230000,NA,3370579500000,171829043000,14829769000,NA,186658813000,4299897000,2014
fayette,594085730000,87031410000,NA,681117140000,27366010000,4468654000,NA,31834665000,1609484000,2014
franklin,25570751100000,787932060000,NA,26358683160000,2089811554000,88015943000,NA,2177827496000,21393025000,2014
fulton,959402020000,45045490000,NA,1004447510000,50499200000,3385299000,NA,53884500000,933413000,2014
gallia,511213520000,290642960000,NA,801856480000,20660947000,12032874000,NA,32693821000,74256000,2014
geauga,2957602920000,88661610000,NA,3046264530000,184628098000,8770649000,NA,193398746000,1998219000,2014
greene,3754655740000,114838370000,NA,3869494110000,258815363000,9622273000,NA,268437636000,3151381000,2014
guernsey,590403430000,123184930000,NA,713588360000,29935258000,6976228000,NA,36911486000,516265000,2014
hamilton,17365271750000,899540250000,NA,18264812000000,1263705284000,91789846000,NA,1355495130000,128931641000,2014
hancock,1658068980000,76637570000,NA,1734706550000,76409905000,4755818000,NA,81165723000,1067207000,2014
hardin,661406970000,27003750000,NA,688410720000,27907060000,1621023000,NA,29528083000,1491662000,2014
harrison,312091975000,55030900000,NA,367122875000,14174121000,3452889000,NA,17627010000,677806000,2014
henry,731555810000,22072880000,NA,753628690000,38030607000,1668298000,NA,39698905000,529803000,2014
highland,654523340000,34547750000,NA,689071090000,27864957000,1682913000,NA,29547869000,1204586000,2014
hocking,513329070000,61129950000,NA,574459020000,23619004000,3568556000,NA,27187560000,34794000,2014
