county,res_ag_gross_millage,res_ag_net_millage,public_gross_millage,public_net_millage,tangible_millage,year
lake,100.56,69.21,99.1,76.83,91.13,2017
lawrence,36.34,33.05,38.69,35.63,33.9,2017
licking,74.01,58.76,73.17,59.61,70.71,2017
logan,63.61,42.98,64.93,51.05,63.58,2017
lorain,91.26,66.74,93,72.35,91.95,2017
lucas,115.11,82.92,112.6,92.85,107.67,2017
madison,64.97,43.06,63.09,55.82,64.19,2017
mahoning,87.54,65.35,90.85,72.02,85.15,2017
marion,64.53,42.45,64,51.43,64.74,2017
medina,97.78,57.91,98.65,61.01,97.8,2017
meigs,50.83,41.3,53.58,49.35,51.15,2017
mercer,58.3,44.82,58.57,53.46,58.59,2017
miami,71.74,48.04,72.2,57.2,71.81,2017
monroe,52.38,34.59,50.73,49.09,50.79,2017
montgomery,116.93,90.54,115.68,99.04,114.32,2017
morgan,55.02,37.21,56.9,45.75,55.95,2017
morrow,59.11,47.21,62.1,54.62,59.31,2017
muskingum,63.65,43.91,65.02,46.71,59.55,2017
noble,51.25,37.29,48.81,41.79,48.46,2017
ottawa,71.42,41.74,67.12,44.83,54.96,2017
paulding,58.16,43.13,63.49,53.28,56.38,2017
perry,62.97,45.26,63.91,51.68,62.18,2017
pickaway,60.01,44.9,64.65,56.99,59.51,2017
pike,56.16,40.83,60.87,54.63,49.17,2017
portage,96.14,58.56,103.09,63.59,94.87,2017
preble,55.21,41.71,58.7,49.49,55.61,2017
putnam,51.54,39.47,50.64,45.78,52.62,2017
richland,84.34,60.4,87.73,77.61,85.7,2017
ross,63.36,46.86,70.9,56.85,63.46,2017
sandusky,64.65,46.1,60.8,51.38,60.76,2017
scioto,61.41,48.07,66.17,54.54,61.48,2017
seneca,68.39,44.98,72.53,64.14,70.44,2017
shelby,61.04,42.58,62.19,51.65,60.24,2017
stark,88.06,59.48,86.14,65.69,85.38,2017
summit,96.63,71.15,95.31,75.69,97.11,2017
trumbull,80.4,64.3,78.95,68.61,80.9,2017
tuscarawas,70.54,48.62,72.47,54.99,65.56,2017
union,84.19,57.93,82.1,75.83,82.81,2017
van wert,64.63,38.08,68.94,63.52,60.24,2017
vinton,47.48,44.68,50.33,49.11,45.15,2017
warren,91.38,61.32,94.46,65.85,86.7,2017
washington,57.66,40,59.91,46.4,58.01,2017
wayne,79.6,53.05,88.37,70.2,78.31,2017
williams,77.04,50.66,79.65,61.2,74.76,2017
wood,88.23,59.09,94.34,73.27,77.98,2017
wyandot,55.67,35.63,56.25,42.52,55.32,2017
adams,51.57,42.67,49.14,46.39,47.96,2018
allen,61.85,51.09,63.5,57.85,62.67,2018
ashland,76.12,48.09,80.77,58.8,74.21,2018
ashtabula,77.4,53.15,79.19,62.96,78.33,2018
athens,79.88,53.99,85.83,55.09,74.22,2018
auglaize,63.64,43.53,63.92,53.87,61.63,2018
belmont,64.76,44.07,62.04,49.93,62.96,2018
brown,50.36,38.96,51.1,44.39,51.23,2018
butler,84.83,58.93,84.62,66.99,78.76,2018
carroll,57.38,42.5,51.71,40.77,51.63,2018
champaign,67.46,46.52,81.83,65.2,72.95,2018
clark,77.87,60.36,80.34,69.64,81.12,2018
clermont,93.39,58.59,91.68,68.44,79.15,2018
clinton,52.69,40.54,52.64,48.66,51.43,2018
columbiana,59.24,45.18,61.45,48.48,59.19,2018
coshocton,64.08,46.13,69.35,53.31,58.13,2018
crawford,80.83,53.31,82.63,69.44,80.78,2018
cuyahoga,130.66,90.93,120.89,96.18,118.76,2018
darke,56.15,42.05,61.55,49.55,54.81,2018
defiance,64.76,46.24,68.03,55.46,69.08,2018
delaware,96.76,68.03,101.15,75.41,85.62,2018
erie,90.46,55.09,95.55,69.52,94.01,2018
fairfield,91.5,55.71,95.85,57.24,78.74,2018
fayette,53.29,43.76,54.91,46.18,51.72,2018
franklin,118.83,75.68,113.26,86.14,114.8,2018
fulton,78.56,53.84,78.58,69.5,77.72,2018
gallia,48.66,41.1,48.03,41.69,42.41,2018
geauga,109.45,65.75,109.14,74.55,103.14,2018
greene,88.68,68.22,91.01,72.26,85.26,2018
guernsey,61.01,48.46,60.19,52.53,59.13,2018
hamilton,107.62,71.77,105.51,84.95,107.16,2018
hancock,62.03,43.3,65.27,56.16,60.91,2018
hardin,60.27,44.06,61.89,50.54,59.26,2018
harrison,66.26,44.74,65.5,59.96,66.64,2018
henry,77.09,51.54,79.7,70.28,76.28,2018
highland,47.98,39.28,46.87,43.35,47.98,2018
hocking,57.81,44.64,57.24,47.75,57.62,2018
holmes,54.53,42.57,53.1,46.06,56.37,2018
huron,62.19,44,66.52,51.32,63.78,2018
jackson,45.22,40.57,47.6,43.91,42.3,2018
jefferson,63.02,43.61,63.11,51.74,59.51,2018
knox,69.5,49.88,66.39,56.74,67.99,2018
lake,102.59,71.29,100.52,78.34,95.11,2018
lawrence,38.33,35.17,40.8,38.01,35.93,2018
licking,75.69,57.56,74.26,59.81,72.52,2018
logan,64.32,44.03,65.53,51.62,64.07,2018
lorain,90.95,66.45,92.79,72.66,91.63,2018
lucas,115.92,83.72,113.53,93.75,108.88,2018
madison,64.67,43.69,62.94,55.68,63.94,2018
mahoning,87.7,64.76,90.9,71.83,85.67,2018
marion,64.77,42.86,63.95,51.15,65.12,2018
medina,97.69,57.72,98.05,60.86,96.41,2018
meigs,50.23,41.06,53.27,49.04,50.58,2018
mercer,57.94,45.48,57.93,51.59,57.85,2018
miami,72.89,49.34,72.81,58.1,73.1,2018
monroe,51.95,34.15,50.18,48.52,50.37,2018
montgomery,117.03,86.84,115.3,98.52,113.98,2018
morgan,55.49,37.09,57.45,46.01,56.36,2018
morrow,58.97,47.29,61.71,52.61,58.51,2018
muskingum,63.52,43.99,64.9,46.59,59.42,2018
noble,51.23,36.63,49.16,42.06,48.52,2018
ottawa,71.54,41.79,67.15,44.82,60.31,2018
paulding,58.03,43.2,63.55,53.18,56.27,2018
perry,63.9,45.16,64.83,48.23,62.89,2018
pickaway,59.99,45.2,67.02,57.94,59.34,2018
pike,55.61,38.91,60.2,51.09,49.32,2018
portage,97.51,60.07,104.01,64.42,95.63,2018
preble,58.44,45.37,62.09,51.12,59,2018
putnam,51.43,40.35,50.36,44.52,52.68,2018
richland,84.5,60.21,87.19,76.89,85.68,2018
ross,64.17,47.68,72.12,58.15,64.92,2018
sandusky,67.47,49.08,64.33,54.69,64.39,2018
scioto,61.05,47.81,65.85,54.65,60.85,2018
seneca,69.77,47.32,74.84,65.73,72,2018
shelby,61.1,42.97,62.23,51.65,60.28,2018
stark,88.02,59.23,86.09,65.72,85.6,2018
summit,97.29,68.52,95.92,77.36,97.4,2018
trumbull,80.47,63.63,78.94,67.7,81.16,2018
tuscarawas,70.27,48.42,72.24,54.77,64.58,2018
union,84.82,57.52,82.26,75.71,82.74,2018
van wert,64.8,40.08,68.2,60.84,61.07,2018
vinton,47.49,44.62,50.64,49.42,45.19,2018
warren,90.02,59.96,92.72,64.46,85.73,2018
washington,59.09,41.65,60.7,47.33,58.36,2018
wayne,78.68,51.56,86.63,68.34,77.37,2018
williams,76.87,51.19,79.95,61.73,74.57,2018
wood,90.14,58.85,95.44,72.89,79.42,2018
wyandot,57.49,37.87,58.28,44.43,57.22,2018
