county,residential_taxable_value,agricultural_taxable_value,industrial_taxable_value,commercial_taxable_value,mineral_taxable_value,total_taxable_value,year
meigs,104539830,49757550,25151090,16213750,2825110,198487330,2002
mercer,399617630,129650610,19669660,59953600,2320,608893820,2002
miami,1237857080,100024280,95290110,202009830,0,1635181300,2002
monroe,70826600,49470800,18940950,9821060,3603010,152662420,2002
montgomery,6332724980,86577760,327844000,1801956130,0,8549102870,2002
morgan,72119890,51325080,5422120,21023470,1174090,151064650,2002
morrow,330076310,74537250,5692160,31780970,818970,442905660,2002
muskingum,726507090,95905300,31300160,186581160,8020150,1048313860,2002
noble,65557370,53616920,2701470,11454440,3180400,136510600,2002
ottawa,811801970,58824190,65478430,145368570,0,1081473160,2002
paulding,148685770,57582860,9927360,16330810,0,232526800,2002
perry,230679760,53863410,6720720,25067700,3004030,319335620,2002
pickaway,504279330,97840530,30646410,81882720,250150,714899140,2002
pike,147550380,42142590,2725900,27996670,0,220415540,2002
portage,1782085790,134451320,130511890,346677140,6017080,2399743220,2002
preble,411828580,117867370,28507350,45597340,0,603800640,2002
putnam,314567130,103876260,12713270,30456250,0,461612910,2002
richland,1223451420,100715710,89016770,257389140,41270,1670614310,2002
ross,549169740,97091200,46400190,106643040,2960,799307130,2002
sandusky,564702420,98465750,49165320,104622720,24850,816981060,2002
scioto,435292690,64472210,10096510,112349820,41430,622252660,2002
seneca,482668110,118476760,37101390,83151640,5830,721403730,2002
shelby,476719980,98315030,82202030,72382710,430,729620180,2002
stark,4047655140,179451920,225726220,931348230,8712990,5392894500,2002
summit,7964245140,95639180,333127690,1999661710,2607890,10395281610,2002
trumbull,2073965240,194678950,128037290,417227960,6653240,2820562680,2002
tuscarawas,822795750,138876020,63644480,201343270,6106040,1232765560,2002
union,509544740,128972800,80636990,92567650,0,811722180,2002
van wert,246215470,71858750,16107250,33320350,0,367501820,2002
vinton,54290330,37567900,3810050,5374420,2340150,103382850,2002
warren,2818931220,125860560,110816370,480583340,0,3536191490,2002
washington,475815920,89711270,41146780,122569590,2490490,731734050,2002
wayne,1171014140,156885030,93993370,214373460,6927530,1643193530,2002
williams,351719300,82161300,40326530,58565430,0,532772560,2002
wood,1498945170,105927140,129282230,365450790,5800,2099611130,2002
wyandot,181390000,80113450,20494460,24218670,5130,306221710,2002
adams,149700330,60062300,60707070,26720190,0,297189890,2003
allen,1029902400,77062500,82960420,266084690,0,1456010010,2003
ashland,546021840,87303680,26532310,81841280,185650,741884760,2003
ashtabula,911003930,217495530,67163310,194537930,3842720,1394043420,2003
athens,414432630,75707480,7715360,131048030,613850,629517350,2003
auglaize,485127490,67991960,40247440,75432090,0,668798980,2003
belmont,497325350,78170310,31427500,163592500,5167400,775683060,2003
brown,377002100,91008730,6397020,43814500,0,518222350,2003
butler,4628584110,133679480,489284160,922891860,0,6174439610,2003
carroll,252831700,93739610,11398480,32194320,1889050,392053160,2003
champaign,392442150,97080720,18007700,50515740,0,558046310,2003
clark,1396825020,95235350,78996590,297280220,0,1868337180,2003
clermont,2436124040,83523660,102053240,617869230,0,3239570170,2003
clinton,399704830,94996730,42221200,102715980,0,639638740,2003
columbiana,913237820,127464250,40664490,151009270,1458360,1233834190,2003
coshocton,284727930,88781780,37679010,57522920,3613320,472324960,2003
crawford,397579800,76538680,25659020,62345300,1130,562123930,2003
cuyahoga,19178387880,8537600,1280452640,6363695940,304480,26831378540,2003
darke,532028250,130964580,28096880,78485000,0,769574710,2003
defiance,355896230,77678100,22326800,71399020,0,527300150,2003
delaware,3488476800,101039680,109567400,480405930,10410,4179500220,2003
erie,1265766520,61322370,47596680,286259610,19380,1660964560,2003
fairfield,1792685100,160730680,37798620,341779060,2348540,2335342000,2003
fayette,253393360,79516890,18748430,65501400,2960,417163040,2003
franklin,14664144280,70652220,1208593860,5810728420,110,21754118890,2003
fulton,481462830,92414850,51729980,76151600,110,701759370,2003
gallia,187466460,62853530,3783780,102528330,447960,357080060,2003
geauga,1927097810,271376550,70427890,185113820,1731010,2455747080,2003
greene,2187513240,122549880,44706730,495618040,0,2850387890,2003
guernsey,294695500,52251870,17431430,71026590,2271810,437677200,2003
hamilton,11423712810,37851600,869277600,3882535430,0,16213377440,2003
hancock,823179640,119788580,72709060,191408740,0,1207086020,2003
hardin,211386920,84286800,17125000,34514720,0,347313440,2003
harrison,99575110,43877180,8931090,16213820,2642410,171239610,2003
henry,284552600,81871680,17447190,31849380,0,415720850,2003
highland,342599600,97532980,10934520,58004110,0,509071210,2003
hocking,283523590,33489540,7550890,32178170,1162850,357905040,2003
holmes,288639010,164634600,28820650,64139320,4058300,550291880,2003
huron,605962410,100876120,38831260,100490340,195160,846355290,2003
jackson,194131660,45364730,17157300,53843210,371990,310868890,2003
jefferson,549959400,56097800,61138710,105190510,1323070,773709490,2003
knox,574563710,146206830,25354350,85455470,823140,832403500,2003
lake,4107247250,77264450,331071300,860291990,218940,5376093930,2003
lawrence,417844910,45615980,10852800,69477280,1248440,545039410,2003
licking,2156898890,195385630,72359560,362710530,1705330,2789059940,2003
logan,522473060,90565690,40936660,87909810,0,741885220,2003
lorain,4135620250,101367980,204732540,714071050,88380,5155880200,2003
lucas,5568704340,71606490,246649010,1544457350,0,7431417190,2003
madison,422384060,93884680,20978120,64924080,0,602170940,2003
mahoning,2406430790,108027090,111945970,631949960,7717890,3266071700,2003
marion,575684080,78346310,36742510,119573500,2720,810349120,2003
medina,2724567120,213479150,120198640,442012210,1007130,3501264250,2003
meigs,107489820,50688850,25151090,16625820,2990370,202945950,2003
mercer,409320000,129630780,19963050,60606850,2320,619523000,2003
miami,1265910230,99907550,95552930,206669420,0,1668040130,2003
monroe,71988550,50872130,19077580,9952930,3756540,155647730,2003
montgomery,6413336120,85624950,321968810,1823766680,0,8644696560,2003
morgan,81705590,57242940,4774330,20809640,1217470,165749970,2003
morrow,343384830,79286370,6056370,33821030,791490,463340090,2003
muskingum,787838320,101349500,31620470,206188490,9333540,1136330320,2003
noble,67118340,53574380,2701470,11432810,3679150,138506150,2003
ottawa,967194670,59357360,65865670,161916680,0,1254334380,2003
paulding,150791470,57883860,10140700,16600360,0,235416390,2003
perry,235458120,56009470,6703650,25717550,2746860,326635650,2003
pickaway,531081320,98307110,30738930,81709200,253510,742090070,2003
pike,148102880,43519950,2726020,28483780,0,222832630,2003
portage,2048148750,152653920,135843470,363370530,6210600,2706227270,2003
preble,419516590,117764510,28714060,46620640,0,612615800,2003
putnam,322775480,105621450,13163470,32309140,0,473869540,2003
richland,1243754840,102473820,91271920,262034710,104750,1699640040,2003
ross,561472240,98275760,46400190,109296210,1230,815445630,2003
sandusky,659378340,85046970,56246660,112697790,24850,913394610,2003
scioto,440845370,67534590,10363750,113017730,45580,631807020,2003
seneca,487921470,120843180,37545570,81785870,3830,728099920,2003
shelby,487496400,99070690,85947810,78271700,430,750787030,2003
stark,4621029050,196371480,228076500,981706380,9697620,6036881030,2003
summit,8072479910,93018370,334234550,1992553450,2603980,10494890260,2003
trumbull,2101760720,195922940,128413820,418658640,7636960,2852393080,2003
tuscarawas,844707450,139957730,64327810,202008920,6534020,1257535930,2003
union,538710150,128572430,82198590,96963620,0,846444790,2003
van wert,249904100,71380800,15447020,33183090,0,369915010,2003
vinton,64122510,41345420,4292440,6419360,2354960,118534690,2003
warren,3261904430,137864440,122592300,502635470,0,4024996640,2003
washington,490952280,92883640,41061450,122878680,2483520,750259570,2003
wayne,1197500290,158585330,95075160,223134050,6955900,1681250730,2003
williams,374396330,74299240,40305590,61027730,0,550028890,2003
wood,1544300600,105869400,134076010,380196270,5600,2164447880,2003
wyandot,185766040,80698630,20833210,25109940,3630,312411450,2003
adams,169288010,64561620,59433190,31710970,0,324993790,2004
allen,1046470410,75032300,86033710,267973240,0,1475509660,2004
ashland,561591030,87363300,26547550,89286690,238230,765026800,2004
ashtabula,925600780,219899030,68908840,195801600,3222610,1413432860,2004
athens,421436160,75379760,7669640,129131360,623850,634240770,2004
auglaize,495046800,68649240,43715200,75770410,0,683181650,2004
belmont,506032050,79686650,32075130,163975670,5178280,786947780,2004
brown,389121770,93689670,5019850,44371310,0,532202600,2004
butler,4806840530,135661620,480510700,938646750,0,6361659600,2004
carroll,281465390,100861110,11485710,34130900,1856140,429799250,2004
champaign,428629560,85733490,19006770,53111880,0,586481700,2004
clark,1538248460,92851180,78487450,333111750,0,2042698840,2004
clermont,2525980780,82640620,105945230,625122630,0,3339689260,2004
clinton,411283950,95629940,42960140,105615600,0,655489630,2004
columbiana,1004806440,141131650,41298100,170376310,1399330,1359011830,2004
coshocton,289605550,87854990,37573570,59957350,3515310,478506770,2004
crawford,401470710,77610020,26089130,62140840,590,567311290,2004
cuyahoga,19376902940,9475410,1286412630,6636649410,650180,27310090570,2004
darke,538710040,132773300,27739450,79261290,0,778484080,2004
defiance,362862780,78133180,22496980,73372340,0,536865280,2004
delaware,3787189990,102848170,108116820,508775470,9870,4506940320,2004
erie,1278637330,63291410,49748890,291136470,19380,1682833480,2004
fairfield,2042983800,163735910,38112470,375187440,2133770,2622153390,2004
fayette,258416740,80089810,18958620,63905110,2960,421373240,2004
franklin,15106941840,69185370,1249717920,5833941850,0,22259786980,2004
fulton,492698590,93493680,59448970,77726550,110,723367900,2004
gallia,191499150,64884570,4107210,99807890,449550,360748370,2004
geauga,1967751680,273680880,67469720,193567870,1637870,2504108020,2004
greene,2249957990,123747470,45280700,506104050,0,2925090210,2004
guernsey,297110270,52761480,17519070,70831740,2578080,440800640,2004
hamilton,11543390560,38512690,872914610,3761655060,0,16216472920,2004
hancock,938517780,107403340,73057330,196024810,0,1315003260,2004
hardin,217395180,84679370,17129780,34293910,0,353498240,2004
harrison,102076590,43550400,8858460,16576550,2568060,173630060,2004
henry,293653940,81709340,17958000,32487600,0,425808880,2004
highland,355324380,99460450,10932040,59627130,0,525344000,2004
hocking,334619480,38948250,8624490,38131860,1531180,421855260,2004
holmes,334542710,165996670,35479200,75809560,3618410,615446550,2004
huron,620300800,100956110,39400960,100963880,389300,862011050,2004
jackson,199555140,45945860,16865340,55630890,383660,318380890,2004
jefferson,553778220,57322870,61373860,110566580,1336230,784377760,2004
knox,594348590,148847640,25032250,84509190,793100,853530770,2004
lake,4188830200,75725160,332078000,866610020,207690,5463451070,2004
lawrence,463325510,65132760,9565690,77265830,1378440,616668230,2004
licking,2252950300,194724030,73549780,376036590,1707000,2898967700,2004
logan,583001720,81999410,46576300,94856830,0,806434260,2004
lorain,4303883150,101503760,209880500,759730610,73840,5375071860,2004
lucas,5675301210,70947060,242502800,1598495620,0,7587246690,2004
madison,434690140,94959810,23256200,68592220,0,621498370,2004
mahoning,2447639640,108474080,113703190,631933460,8485610,3310235980,2004
marion,609169520,63556860,37030610,122520640,1160,832278790,2004
medina,3018510150,234347940,130157590,484083500,978580,3868077760,2004
meigs,119727140,63875160,20383870,18073780,2906870,224966820,2004
mercer,419896377,131708440,18141080,60619000,7070,630371967,2004
miami,1364309980,87306900,106018520,215764830,0,1773400230,2004
monroe,85507900,63575160,18196390,11552490,3709730,182541670,2004
montgomery,6499963560,86698020,324919410,1842965310,0,8754546300,2004
morgan,83274270,57464050,4774330,21232890,1335370,168080910,2004
morrow,355119460,78481040,5988970,33813290,1009320,474412080,2004
muskingum,804850760,102358880,32564660,213950850,9625700,1163350850,2004
noble,68315070,55016780,2701470,11344090,3775920,141153330,2004
ottawa,994745940,64463780,65850700,165266250,0,1290326670,2004
paulding,168030500,44300190,10557030,23127450,0,246015170,2004
perry,243471300,56551310,7824330,27126860,2757830,337731630,2004
pickaway,559461140,101535770,29981630,84154350,491730,775624620,2004
pike,149453200,44439550,8919970,29556140,0,232368860,2004
portage,2107652090,153496120,145957590,374697250,5928210,2787731260,2004
preble,426439480,118473320,28915760,48290820,0,622119380,2004
putnam,330807330,106150090,13192110,30771530,0,480921060,2004
richland,1265051280,106446320,90615970,263272790,271890,1725658250,2004
ross,626075380,93997470,47326310,121016730,1230,888417120,2004
sandusky,671322890,84126130,56997910,116272910,24850,928744690,2004
scioto,497248410,78554180,10333810,128312480,55890,714504770,2004
seneca,496276280,123537930,37304550,84000620,2550,741121930,2004
shelby,499619430,99653700,85965960,83717140,430,768956660,2004
stark,4718403160,194479100,244425080,991758420,9992470,6159058230,2004
summit,8239303970,92651120,342457100,2066864760,2872410,10744149360,2004
trumbull,2131937780,197432920,129076180,424216610,8110240,2890773730,2004
tuscarawas,956761890,150185550,66999760,214422970,6922090,1395292260,2004
union,631159250,120739980,93530160,113379600,0,958808990,2004
van wert,254657590,71514550,15759240,33421440,0,375352820,2004
vinton,65959530,41607790,4302620,6352180,2348560,120570680,2004
warren,3488834630,139226770,133904280,530794480,0,4292760160,2004
washington,548052950,98727360,43026790,148828790,2260240,840896130,2004
wayne,1227990410,158682980,98181190,240895870,6040920,1731791370,2004
williams,380197480,75064780,40571890,62609050,0,558443200,2004
wood,1586741210,106029190,136193820,393675630,5500,2222645350,2004
wyandot,209647050,68796800,20747720,28525260,3490,327720320,2004
adams,173332800,64002530,60335010,31657290,0,329327630,2005
allen,1065156870,75100630,89168160,286669830,0,1516095490,2005
ashland,613605480,86483600,25532060,93796310,316520,819733970,2005
ashtabula,1036841030,247107390,72696700,212744860,3983690,1573373670,2005
athens,463879490,85988540,8673100,142267910,609000,701418040,2005
auglaize,560409270,60599000,44014970,85143540,0,750166780,2005
belmont,517372760,80762040,32244120,165541530,5136520,801056970,2005
brown,401711850,96522130,5762930,47618560,0,551615470,2005
butler,5277538410,147682240,480044760,1025983560,0,6931248970,2005
carroll,285789500,101501590,11395620,34902100,2029360,435618170,2005
champaign,441293800,85969430,19228260,54119750,0,600611240,2005
clark,1558301350,95508460,83653320,352676210,0,2090139340,2005
clermont,2882566420,91059190,115089870,681655450,0,3770370930,2005
clinton,458266200,91384750,50721710,123425090,0,723797750,2005
columbiana,1019856110,140102380,41321070,171156410,1596280,1374032250,2005
coshocton,294781200,89046890,37621770,62347750,4111500,487909110,2005
crawford,405557150,77540980,27138240,63390840,390,573627600,2005
cuyahoga,19546856810,9598140,1283797530,6549019480,1009150,27390281110,2005
darke,591028440,122057870,28355250,87248450,0,828690010,2005
defiance,407769860,79386330,24548740,82713090,0,594418020,2005
delaware,4719024670,96011990,120769530,547490390,140130,5483436710,2005
erie,1301951500,61186190,51437170,302783920,53460,1717412240,2005
fairfield,2128648410,167557130,39206030,373336570,1648490,2710396630,2005
fayette,266057990,80696680,23690790,64949550,2960,435397970,2005
franklin,18300649410,63799920,1326665540,6122004020,0,25813118890,2005
fulton,536944880,89357020,62225930,82909510,110,771437450,2005
gallia,218739390,80188550,4292510,107565130,455730,411241310,2005
geauga,2242703040,297403560,79713080,224277780,1747470,2845844930,2005
greene,2477298440,126791080,45514610,538739110,0,3188343240,2005
guernsey,300589870,52890590,17579050,74275180,3164710,448499400,2005
hamilton,13854168230,62487380,923584370,4019878610,0,18860118590,2005
hancock,964344100,108135810,73071600,199242400,0,1344793910,2005
hardin,249925190,73250090,17027890,37097980,0,377301150,2005
harrison,119263330,55932020,9191600,18092370,2801650,205280970,2005
henry,325418200,71798350,19196560,39184020,0,455597130,2005
highland,368657750,100078750,12327740,62994110,0,544058350,2005
hocking,344144850,38567480,7801700,36278430,1532280,428324740,2005
holmes,341957920,173075300,37068690,80941150,3411660,636454720,2005
huron,632729760,101631410,39790630,105011400,255910,879419110,2005
jackson,250320860,63188110,19719920,69504570,386550,403120010,2005
jefferson,559630020,59269350,61425890,110645620,1328710,792299590,2005
knox,669696370,160751270,26424920,96424400,1168480,954465440,2005
lake,4280686230,76187100,344446890,871514690,323500,5573158410,2005
lawrence,469980830,63918790,9482940,79728120,1366950,624477630,2005
licking,2524543310,208928280,82627400,465521550,1806820,3283427360,2005
logan,595929260,82192780,47493510,93783460,0,819399010,2005
lorain,4483556240,100261860,217260280,797285390,85180,5598448950,2005
lucas,5780695190,72438190,246177210,1619218740,0,7718529330,2005
madison,512840860,83197110,26280230,76660800,0,698979000,2005
mahoning,2789685830,133489040,122762280,683779170,9772520,3739488840,2005
marion,617388260,64291640,37368230,126577640,2170,845627940,2005
medina,3120905420,235087730,132291390,527454320,983280,4016722140,2005
meigs,120722010,63581490,19824440,18853880,2999690,225981510,2005
mercer,495495410,122926200,19786590,68827900,4910,707041010,2005
miami,1399651160,89329530,107641660,233597650,0,1830220000,2005
monroe,86386670,64076750,18184440,12597260,3961720,185206840,2005
montgomery,7283400770,89270060,323769150,1976985230,0,9673425210,2005
morgan,86243150,57931960,4774400,21256850,1576940,171783300,2005
morrow,446745070,78155990,6584460,37954190,1084490,570524200,2005
muskingum,828789920,102566560,32894860,220298720,11520650,1196070710,2005
noble,76716190,64086300,2701470,11889150,3971130,159364240,2005
ottawa,1027849790,59812950,65963580,168735520,0,1322361840,2005
paulding,171558950,44498790,9327110,24358030,0,249742880,2005
perry,308684130,64423290,9332550,31839440,2916230,417195640,2005
pickaway,651873440,98321450,34973970,107385650,358500,892913010,2005
pike,184730150,51429650,9902790,30683970,0,276746560,2005
portage,2162925560,156622650,158394800,384242260,6408290,2868593560,2005
preble,488462380,117246300,32163100,51494280,0,689366060,2005
putnam,373330630,99147200,12241150,36693940,0,521412920,2005
richland,1451715670,115677570,85243990,291269390,264140,1944170760,2005
ross,635597130,95477370,49113300,122202390,600,902390790,2005
sandusky,685614810,82724910,57904290,121370880,24360,947639250,2005
scioto,501905660,78184290,9653820,126934490,28740,716707000,2005
seneca,551924040,114200620,36972800,97923310,4650,801025420,2005
shelby,555392090,96773530,90749640,86453210,430,829368900,2005
stark,4830545940,194846970,247618440,1028644070,10253630,6311909050,2005
summit,9053985410,102230830,360969710,2229658710,3205680,11750050340,2005
trumbull,2374001510,242756910,151872150,482559780,8980840,3260171190,2005
tuscarawas,977167440,151328660,68115950,217875580,7593770,1422081400,2005
union,679898750,124195170,99573480,118844700,0,1022512100,2005
van wert,280596510,58419690,15455910,36778320,0,391250430,2005
vinton,67471340,42596880,4172320,6418450,2370110,123029100,2005
warren,3720813740,140043940,135041970,552720030,0,4548619680,2005
washington,548622780,99905340,42555490,155581110,2585310,849250030,2005
wayne,1367717620,165586900,96847750,262288800,5648660,1898089730,2005
williams,385909210,74603720,42904050,65511870,0,568928850,2005
wood,1841325110,104117210,152756350,476940410,5550,2575144630,2005
wyandot,213891710,69257160,20900190,29170560,3490,333223110,2005
adams,178370820,64444230,60529920,31302220,0,334647190,2006
allen,1175276970,78488830,93074940,303254500,0,1650095240,2006
ashland,631399270,86689480,25709140,100197050,382600,844377540,2006
ashtabula,1052267110,249474570,72933350,217181840,3969090,1595825960,2006
athens,473458830,86264030,8569530,139855990,652500,708800880,2006
auglaize,570622910,60005210,47391170,85876530,0,763895820,2006
belmont,608214450,88784650,36293480,184584120,5177890,923054590,2006
brown,463716860,109431870,6235480,57113200,0,636497410,2006
butler,5443391690,150540790,483937920,1042174950,0,7120045350,2006
carroll,291310890,103626460,12126370,35117510,2569000,444750230,2006
champaign,450444380,90321940,23470850,61283040,0,625520210,2006
clark,1575527240,98254030,84925340,362644850,0,2121351460,2006
clermont,2959008280,89557260,117355620,675818250,0,3841739410,2006
clinton,472540360,91693690,67754040,123652040,0,755640130,2006
columbiana,1037135420,142203370,41976460,172707330,1644650,1395667230,2006
coshocton,329787290,101625290,35931200,67152980,4561710,539058470,2006
crawford,447151080,84098090,30150060,76442600,1440,637843270,2006
cuyahoga,21859784580,8414170,1297782340,7218387770,1071380,30385440240,2006
darke,600647760,119975180,29237190,88452630,0,838312760,2006
defiance,415776850,79650960,19815890,83062050,0,598305750,2006
delaware,5017046830,89797360,115688660,560367840,83370,5782984060,2006
erie,1478651920,67700750,46088770,352023240,65260,1944529940,2006
fairfield,2203005400,165786600,38447800,388508880,1520380,2797269060,2006
fayette,304390780,87699110,25207620,73694650,2960,490995120,2006
franklin,18738933560,56381790,1342587460,6293409440,0,26431312250,2006
fulton,550875730,89988780,74215550,81655920,110,796736090,2006
gallia,221850040,79022520,4474740,108090260,453130,413890690,2006
geauga,2286782860,298868250,81073020,224781660,1986750,2893492540,2006
greene,2552523790,132024740,46000660,543213320,0,3273762510,2006
guernsey,350862670,61284560,17893380,89001740,3194140,522236490,2006
hamilton,13921086690,60717310,922763300,4017470870,0,18922038170,2006
hancock,988747160,108982520,73464190,208054950,0,1379248820,2006
hardin,253409470,72445900,17806040,38462400,0,382123810,2006
harrison,119751240,55852340,8924840,18463260,2766540,205758220,2006
henry,330318170,71781870,19141310,40890130,0,462131480,2006
highland,419131350,100442320,14839880,72977790,0,607391340,2006
hocking,351969840,39428610,7964940,36613890,1276720,437254000,2006
holmes,353798500,172161790,38357930,81950440,3808280,650076940,2006
huron,688136510,105626430,37842980,116402000,444750,948452670,2006
jackson,253194580,63218600,21816410,66925090,387250,405541930,2006
jefferson,645929470,73265850,69738380,114176210,1362950,904472860,2006
knox,687341360,164727270,27243940,98188100,1463890,978964560,2006
lake,4827004710,83203260,360559340,979449630,533370,6250750310,2006
lawrence,478016940,63706520,9985610,78702010,1121520,631532600,2006
licking,2619346100,205424750,89835670,464321970,2132280,3381060770,2006
logan,605687500,82127720,69845370,95125680,0,852786270,2006
lorain,5135086010,121544010,226122730,882609520,27710,6365389980,2006
lucas,6477144600,74304660,293836400,1862825860,0,8708111520,2006
madison,525148660,85085640,28983060,78626130,0,717843490,2006
mahoning,2830456100,131990490,122797750,721228220,10291040,3816763600,2006
marion,630990510,65144040,38301770,137831710,1510,872269540,2006
medina,3219017690,233736200,140722710,539413280,1047620,4133937500,2006
meigs,123349250,63650310,19027260,18945120,3461240,228433180,2006
mercer,502024220,123847550,20893550,68491570,5780,715262670,2006
miami,1430966940,89186460,104865330,235307830,0,1860326560,2006
monroe,87323160,65606140,6056400,12582620,4154330,175722650,2006
montgomery,7371951660,84778360,328925180,1981994910,0,9767650110,2006
morgan,100764110,71614370,4205820,22082280,1709600,200376180,2006
morrow,462895910,77832170,6694390,36117340,1417700,584957510,2006
muskingum,957808490,133101080,33322690,249838290,11191320,1385261870,2006
noble,78458020,65458830,2739770,11935910,4161030,162753560,2006
ottawa,1218901750,61968480,65057740,184361250,0,1530289220,2006
paulding,174638930,45479120,10406270,20281970,0,250806290,2006
perry,310254750,64047080,9066890,32472020,3161740,419002480,2006
pickaway,665818540,112204940,25455360,100934290,321730,904734860,2006
pike,187327580,52987690,12141290,30472550,0,282929110,2006
portage,2429273920,174774140,184005560,426209750,7203290,3221466660,2006
preble,493630010,118013890,32828240,51242880,0,695715020,2006
putnam,381764530,100841650,12367980,36376360,0,531350520,2006
richland,1463477480,116149810,85514390,290849310,184250,1956175240,2006
ross,649425270,98649870,51295580,124333190,450,923704360,2006
sandusky,775963580,88484700,57860890,124342980,24360,1046676510,2006
scioto,507366420,78675330,9822690,129856650,28740,725749830,2006
seneca,557861940,116194940,36313350,100439180,6250,810815660,2006
shelby,566119740,97687700,95550200,86113530,430,845471600,2006
stark,5273516970,228346420,316069440,1197609080,13018960,7028560870,2006
summit,9218309910,100724150,368294190,2228479840,3491250,11919299340,2006
trumbull,2393810170,239212520,148228720,476849940,9636520,3267737870,2006
tuscarawas,1002722650,152590310,69061090,213787800,9140570,1447302420,2006
union,727001990,124557050,104104450,125227720,0,1080891210,2006
van wert,286043180,58587160,16183900,36869090,0,397683330,2006
vinton,76696280,49090770,3937700,6702920,2384910,138812580,2006
warren,4456833040,164147230,150373630,667883610,0,5439237510,2006
washington,551725100,100805190,42628480,161138220,2575630,858872620,2006
wayne,1396086910,170301280,98573650,261086070,6190380,1932238290,2006
williams,422277010,92054990,46102160,77580060,0,638014220,2006
wood,1882590700,97589910,162189410,464822230,5700,2607197950,2006
