soil_series,texture,slope,erosion,drainage,year,cropland,woodland,indx,id,soil_region,corn_base,soy_base,wheat_base,oats_base,hay_base,prod_index,prod_index_new,indx_new
HOYTVILLE,SICL,0-2,S,VP,2016,3520,1750,indx_49,HOYTVILLESICL0-2SVP,2,126,46,50,78,4.8,83,85,indx_89
HOYTVILLE,SIL,0-2,S,VP,2016,3620,1850,indx_49,HOYTVILLESIL0-2SVP,2,130,46,50,80,5,85,87,indx_89
"HOYTVILLE,SHALLOW TO CARB",C,0-1,S,VP,2016,2590,820,indx_49,"HOYTVILLE,SHALLOW TO CARBC0-1SVP",2,120,39,46,80,4.5,78,79,indx_79
"HOYTVILLE,V,MOD.SHALLOW",SICL,0-2,S,VP,2016,2680,910,indx_49,"HOYTVILLE,V,MOD.SHALLOWSICL0-2SVP",2,110,42,48,75,4.5,76,77,indx_79
"HOYTVILLE,V,THIN SOLUM",C,0-2,S,VP,2016,2590,820,indx_49,"HOYTVILLE,V,THIN SOLUMC0-2SVP",2,120,39,46,80,4.5,78,79,indx_79
HUNTINGTON,SIL,0-2,S,W,2016,2360,1360,indx_49,HUNTINGTONSIL0-2SW,2,130,34,46,72,4.8,80,81,indx_89
"HUNTINGTON,OF-PH",SIL,0-2,S,W,2016,2360,1360,indx_49,"HUNTINGTON,OF-PHSIL0-2SW",2,130,34,46,72,4.8,80,81,indx_89
"HUNTINGTON,RF-PH",SIL,0-2,S,W,2016,2360,1360,indx_49,"HUNTINGTON,RF-PHSIL0-2SW",2,130,34,46,72,4.8,80,81,indx_89
HYATTS,SIL,0-2,S,SWP,2016,1610,230,indx_49,HYATTSSIL0-2SSWP,2,100,35,40,70,4,67,67,indx_69
HYATTS,SIL,2-4,S,SWP,2016,1330,230,indx_49,HYATTSSIL2-4SSWP,2,96,33,38,66,3.8,64,64,indx_69
ILION,SIL,0-2,S,VP,2016,1800,420,indx_49,ILIONSIL0-2SVP,2,100,36,44,70,3.8,67,69,indx_69
IONIA,SIL,0-2,S,MW,2016,2130,1130,indx_49,IONIASIL0-2SMW,2,110,36,52,74,3.8,71,76,indx_79
IONIA,SIL,2-6,S,MW,2016,1830,830,indx_49,IONIASIL2-6SMW,2,106,35,50,72,3.7,69,74,indx_79
"IVA,T-SUBST",SIL,0-2,S,SWP,2016,1600,230,indx_49,"IVA,T-SUBSTSIL0-2SSWP",2,104,34,34,70,3.8,65,66,indx_69
JENERA,FSL,0-2,S,MW,2016,2340,1340,indx_49,JENERAFSL0-2SMW,2,112,38,54,82,4.8,80,79,indx_79
JENERA,FSL,2-6,S,MW,2016,2130,1130,indx_49,JENERAFSL2-6SMW,2,110,36,52,80,4.6,77,76,indx_79
"JENERA-SHINROCK,T-SUB",,1-4,S,MW,2016,2230,1230,indx_49,"JENERA-SHINROCK,T-SUB1-4SMW",2,111,37,53,81,4.7,78,77,indx_79
JENEVA,SIL,2-6,S,MW,2016,2710,1710,indx_49,JENEVASIL2-6SMW,2,117,40,50,79,4,75,80,indx_89
JESSUP,SIL,1-8,S,W,2016,1110,230,indx_49,JESSUPSIL1-8SW,2,100,30,40,70,4.5,70,65,indx_69
JESSUP,SIL,12-18,S,W,2016,350,230,indx_49,JESSUPSIL12-18SW,3,80,22,34,62,3.6,56,52,indx_59
JESSUP,SIL,15-25,M,W,2016,350,230,indx_49,JESSUPSIL15-25MW,3,75,0,32,60,3.2,53,41,indx_49
JESSUP,SIL,8-15,M,W,2016,350,230,indx_49,JESSUPSIL8-15MW,2,90,25,36,65,4.2,64,58,indx_59
JIMTOWN,L,0-2,S,SWP,2016,1470,230,indx_49,JIMTOWNL0-2SSWP,2,98,34,38,72,4,67,65,indx_69
JIMTOWN,L,0-3,S,SWP,2016,1380,230,indx_49,JIMTOWNL0-3SSWP,2,98,33,36,69,4,66,64,indx_69
JIMTOWN,L,2-5,S,SWP,2016,1220,230,indx_49,JIMTOWNL2-5SSWP,2,92,33,36,63,4,64,62,indx_69
JIMTOWN,L,2-6,S,SWP,2016,1220,230,indx_49,JIMTOWNL2-6SSWP,2,92,33,36,63,4,64,62,indx_69
JIMTOWN,SIL,0-2,S,SWP,2016,1470,230,indx_49,JIMTOWNSIL0-2SSWP,2,98,34,38,72,4,67,65,indx_69
JIMTOWN,SIL,0-3,S,SWP,2016,1470,230,indx_49,JIMTOWNSIL0-3SSWP,2,98,34,38,72,4,67,65,indx_69
JIMTOWN,SIL,2-5,S,SWP,2016,1260,230,indx_49,JIMTOWNSIL2-5SSWP,2,94,33,36,69,4,65,63,indx_69
JIMTOWN,SIL,2-6,S,SWP,2016,1260,230,indx_49,JIMTOWNSIL2-6SSWP,2,94,33,36,69,4,65,63,indx_69
JIMTOWN,SL,0-2,S,SWP,2016,1300,230,indx_49,JIMTOWNSL0-2SSWP,2,95,33,37,70,3.1,60,63,indx_69
"JIMTOWN,T-SUBST",L,2-6,S,SWP,2016,1220,230,indx_49,"JIMTOWN,T-SUBSTL2-6SSWP",2,92,33,36,63,4,64,62,indx_69
JOHNSBURG,SIL,2-8,S,SWP,2016,1770,230,indx_49,JOHNSBURGSIL2-8SSWP,2,98,36,46,68,3.6,66,69,indx_69
JOLIET,L,0-1,S,P,2016,350,230,indx_49,JOLIETL0-1SP,3,70,20,30,50,2.6,45,46,indx_49
JOLIET,SICL,0-1,S,P,2016,350,230,indx_49,JOLIETSICL0-1SP,3,72,21,31,52,2.7,47,48,indx_49
JOLIET,SICL,0-2,S,P,2016,350,230,indx_49,JOLIETSICL0-2SP,3,72,21,31,52,2.7,47,48,indx_49
JOLIET,SIL,0-1,S,P,2016,350,230,indx_49,JOLIETSIL0-1SP,3,70,20,30,50,2.6,45,46,indx_49
JOLIET,SIL,0-2,S,P,2016,350,230,indx_49,JOLIETSIL0-2SP,3,70,20,30,50,2.6,45,46,indx_49
JONESBORO-ROSSMOYNE,SIL,0-2,S,MW,2016,2450,1450,indx_49,JONESBORO-ROSSMOYNESIL0-2SMW,2,116,38,52,76,4.6,78,79,indx_79
JONESBORO-ROSSMOYNE,SIL,2-6,S,MW,2016,2150,1150,indx_49,JONESBORO-ROSSMOYNESIL2-6SMW,2,112,36,50,74,4.4,75,76,indx_79
JONESBORO-ROSSMOYNE,SIL,6-12,M,MW,2016,1130,230,indx_49,JONESBORO-ROSSMOYNESIL6-12MMW,2,100,30,44,68,3.8,66,67,indx_69
"JULES,FF-PH",SIL,0-2,S,W,2016,1160,230,indx_49,"JULES,FF-PHSIL0-2SW",11,100,30,0,0,4.2,68,49,indx_49
"JULES,OF-PH",SIL,0-2,S,W,2016,2580,1580,indx_49,"JULES,OF-PHSIL0-2SW",2,115,40,40,0,4.5,75,75,indx_79
KANAWHA,L,2-6,S,W,2016,2430,1430,indx_49,KANAWHAL2-6SW,2,130,35,45,80,4,75,81,indx_89
KANAWHA,SIL,1-6,S,W,2016,2430,1430,indx_49,KANAWHASIL1-6SW,2,130,35,45,80,4,75,81,indx_89
KANAWHA,SIL,1-8,S,W,2016,2430,1430,indx_49,KANAWHASIL1-8SW,2,130,35,45,80,4,75,81,indx_89
KANAWHA,SIL,2-6,S,W,2016,2430,1430,indx_49,KANAWHASIL2-6SW,2,130,35,45,80,4,75,81,indx_89
KANAWHA,SIL,6-12,S,W,2016,990,230,indx_49,KANAWHASIL6-12SW,2,100,29,35,0,3.6,62,63,indx_69
KANE,SIL,0-2,S,SWP,2016,2650,880,indx_49,KANESIL0-2SSWP,2,116,40,44,70,4.4,75,77,indx_79
KEENE,SIL,1-7,S,MW,2016,1370,370,indx_49,KEENESIL1-7SMW,2,102,32,46,69,3.9,68,69,indx_69
KEENE,SIL,1-8,S,MW,2016,1340,340,indx_49,KEENESIL1-8SMW,2,101,32,45,68,3.8,66,69,indx_69
KEENE,SIL,12-18,M,MW,2016,350,230,indx_49,KEENESIL12-18MMW,3,85,26,38,57,3.3,56,57,indx_59
KEENE,SIL,12-18,S,MW,2016,520,230,indx_49,KEENESIL12-18SMW,3,87,28,40,60,3.4,59,60,indx_69
KEENE,SIL,18-25,S,MW,2016,350,230,indx_49,KEENESIL18-25SMW,3,85,26,38,57,3.3,56,57,indx_59
KEENE,SIL,2-6,S,MW,2016,1370,370,indx_49,KEENESIL2-6SMW,2,102,32,46,69,3.9,68,69,indx_69
KEENE,SIL,2-8,S,MW,2016,1300,300,indx_49,KEENESIL2-8SMW,2,100,32,45,67,3.8,66,68,indx_69
KEENE,SIL,3-8,S,MW,2016,1300,300,indx_49,KEENESIL3-8SMW,2,100,32,45,67,3.8,66,68,indx_69
KEENE,SIL,6-12,M,MW,2016,390,230,indx_49,KEENESIL6-12MMW,2,88,26,42,63,3.5,60,60,indx_69
KEENE,SIL,6-12,S,MW,2016,710,230,indx_49,KEENESIL6-12SMW,2,93,28,44,65,3.7,63,64,indx_69
KEENE,SIL,6-15,M,MW,2016,360,230,indx_49,KEENESIL6-15MMW,2,87,26,41,62,3.5,59,59,indx_59
KEENE,SIL,6-15,S,MW,2016,640,230,indx_49,KEENESIL6-15SMW,2,91,28,42,63,3.6,61,62,indx_69
KEENE,SIL,8-15,S,MW,2016,400,230,indx_49,KEENESIL8-15SMW,2,85,27,40,60,3.5,59,59,indx_59
KEENE-LATHAM,SIL,12-18,M,MW,2016,350,230,indx_49,KEENE-LATHAMSIL12-18MMW,3,85,26,38,57,3.3,56,57,indx_59
"KEENE,SH-PH",SICL,12-18,SE,MW,2016,350,230,indx_49,"KEENE,SH-PHSICL12-18SEMW",3,0,0,0,0,3.2,53,0,indx_49
KENDALLVILLE,CL,12-18,SE,W,2016,350,230,indx_49,KENDALLVILLECL12-18SEW,3,0,0,0,0,2.2,37,0,indx_49
KENDALLVILLE,CL,6-12,SE,W,2016,350,230,indx_49,KENDALLVILLECL6-12SEW,3,74,25,35,53,3.2,53,52,indx_59
KENDALLVILLE,L,12-18,M,W,2016,350,230,indx_49,KENDALLVILLEL12-18MW,3,90,25,30,55,3,53,56,indx_59
KENDALLVILLE,L,2-6,S,W,2016,1910,910,indx_49,KENDALLVILLEL2-6SW,2,110,35,45,66,4.5,73,73,indx_79
KENDALLVILLE,L,6-12,M,W,2016,770,230,indx_49,KENDALLVILLEL6-12MW,2,100,27,38,62,3.8,63,63,indx_69
KENDALLVILLE,SIL,0-2,S,W,2016,2160,1160,indx_49,KENDALLVILLESIL0-2SW,2,110,37,45,69,4.5,74,74,indx_79
KENDALLVILLE,SIL,12-18,M,W,2016,350,230,indx_49,KENDALLVILLESIL12-18MW,3,90,25,30,55,3,53,56,indx_59
KENDALLVILLE,SIL,2-6,M,W,2016,1740,740,indx_49,KENDALLVILLESIL2-6MW,2,107,34,43,64,4.4,71,71,indx_79
KENDALLVILLE,SIL,2-6,S,W,2016,1910,910,indx_49,KENDALLVILLESIL2-6SW,2,110,35,45,66,4.5,73,73,indx_79
KENDALLVILLE,SIL,6-12,M,W,2016,770,230,indx_49,KENDALLVILLESIL6-12MW,2,100,27,38,62,3.8,63,63,indx_69
KENDALLVILLE-ELDEAN,SIL,12-18,M,W,2016,350,230,indx_49,KENDALLVILLE-ELDEANSIL12-18MW,3,89,26,37,55,3,55,58,indx_59
"KENDALLVILLE-ELDEAN,C",,12-20,M,W,2016,350,230,indx_49,"KENDALLVILLE-ELDEAN,C12-20MW",3,88,26,37,55,3,55,58,indx_59
"KENDALLVILLE-ELDEAN,C",,6-12,M,W,2016,1000,230,indx_49,"KENDALLVILLE-ELDEAN,C6-12MW",2,98,29,42,62,3.8,64,65,indx_69
KENSINGTON,SIL,15-25,S,MW,2016,500,230,indx_49,KENSINGTONSIL15-25SMW,3,87,28,37,60,3.4,58,58,indx_59
KENSINGTON,SIL,2-6,S,MW,2016,1560,560,indx_49,KENSINGTONSIL2-6SMW,2,102,33,50,76,4.1,71,71,indx_79
KENSINGTON,SIL,6-15,S,MW,2016,1140,230,indx_49,KENSINGTONSIL6-15SMW,2,96,31,47,71,3.8,66,67,indx_69
KERSTON,MUCK,0-2,S,VP,2016,2840,1070,indx_49,KERSTONMUCK0-2SVP,10,120,40,0,0,0,82,61,indx_69
KIBBIE,FSL,0-2,S,SWP,2016,3570,1800,indx_49,KIBBIEFSL0-2SSWP,2,130,45,55,75,5,85,89,indx_89
KIBBIE,FSL,2-6,S,SWP,2016,3260,1490,indx_49,KIBBIEFSL2-6SSWP,2,125,43,55,75,4.8,82,86,indx_89
KIBBIE,L,0-2,S,SWP,2016,3570,1800,indx_49,KIBBIEL0-2SSWP,2,130,45,55,75,5,85,89,indx_89
KIBBIE,L,0-3,S,SWP,2016,3570,1800,indx_49,KIBBIEL0-3SSWP,2,130,45,55,75,5,85,89,indx_89
KIBBIE,L,2-6,S,SWP,2016,3260,1490,indx_49,KIBBIEL2-6SSWP,2,125,43,55,75,4.8,82,86,indx_89
KIBBIE,LFS,0-2,S,SWP,2016,2340,570,indx_49,KIBBIELFS0-2SSWP,2,113,38,47,70,4.7,76,76,indx_79
KIBBIE,SIL,0-2,S,SWP,2016,3570,1800,indx_49,KIBBIESIL0-2SSWP,2,130,45,55,75,5,85,89,indx_89
KIBBIE,SIL,2-6,S,SWP,2016,3260,1490,indx_49,KIBBIESIL2-6SSWP,2,125,43,55,75,4.8,82,86,indx_89
KIBBIE,VFSL,0-2,S,SWP,2016,3570,1800,indx_49,KIBBIEVFSL0-2SSWP,2,130,45,55,75,5,85,89,indx_89
KIBBIE,VFSL,2-6,S,SWP,2016,3260,1490,indx_49,KIBBIEVFSL2-6SSWP,2,125,43,55,75,4.8,82,86,indx_89
"KIBBIE-BENNINGTON,C",,2-6,S,SWP,2016,1770,230,indx_49,"KIBBIE-BENNINGTON,C2-6SSWP",2,105,35,44,78,4.5,73,71,indx_79
"KIBBIE-BLOUNT,C",,0-2,S,SWP,2016,3210,1440,indx_49,"KIBBIE-BLOUNT,C0-2SSWP",2,123,43,53,75,4.8,82,84,indx_89
"KIBBIE-BLOUNT,C",,2-6,S,SWP,2016,2820,1050,indx_49,"KIBBIE-BLOUNT,C2-6SSWP",2,118,41,52,74,4.6,79,81,indx_89
KIBBIE-DEL REY,SIL,1-6,S,SWP,2016,2520,750,indx_49,KIBBIE-DEL REYSIL1-6SSWP,2,105,42,44,78,4.4,74,74,indx_79
"KIBBIE,T-SUBST",FSL,0-2,S,SWP,2016,2950,1180,indx_49,"KIBBIE,T-SUBSTFSL0-2SSWP",2,120,42,50,75,5,82,82,indx_89
"KIBBIE,T-SUBST",FSL,2-6,S,SWP,2016,2800,1030,indx_49,"KIBBIE,T-SUBSTFSL2-6SSWP",2,115,42,48,75,5,80,79,indx_79
"KIBBIE,V,ACID",SIL,0-2,S,SWP,2016,2610,840,indx_49,"KIBBIE,V,ACIDSIL0-2SSWP",2,110,41,50,90,3.5,71,77,indx_79
"KIBBIE,V,MOD.SHALLOW",FSL,0-2,S,SWP,2016,2230,460,indx_49,"KIBBIE,V,MOD.SHALLOWFSL0-2SSWP",2,110,38,42,85,4,72,73,indx_79
KILLBUCK,SIL,0-2,S,SWP,2016,2150,380,indx_49,KILLBUCKSIL0-2SSWP,2,100,40,34,70,3.8,66,67,indx_69
KILLBUCK,SL,0-2,S,SWP,2016,1240,230,indx_49,KILLBUCKSL0-2SSWP,2,100,32,34,70,3.5,62,64,indx_69
"KILLBUCK,FF-PH",SIL,0-2,S,SWP,2016,1310,230,indx_49,"KILLBUCK,FF-PHSIL0-2SSWP",11,100,32,0,0,3.5,63,50,indx_59
"KILLBUCK,OF-PH",SIL,0-2,S,SWP,2016,2430,660,indx_49,"KILLBUCK,OF-PHSIL0-2SSWP",2,110,40,34,65,4,69,71,indx_79
"KINGS,V",SICL,0-2,S,VP,2016,2490,720,indx_49,"KINGS,VSICL0-2SVP",2,110,40,44,68,5,78,75,indx_79
KINGSVILLE,FS,0-2,S,P,2016,350,230,indx_49,KINGSVILLEFS0-2SP,3,84,29,33,62,2.7,52,56,indx_59
KINGSVILLE,FSL,0-2,S,P,2016,1180,230,indx_49,KINGSVILLEFSL0-2SP,2,88,34,36,68,3,57,61,indx_69
KINGSVILLE,LFS,0-2,S,P,2016,350,230,indx_49,KINGSVILLELFS0-2SP,3,84,29,33,62,2.7,52,56,indx_59
KINGSVILLE,SIC,0-2,S,P,2016,350,230,indx_49,KINGSVILLESIC0-2SP,3,84,29,33,62,2.7,52,56,indx_59
"KINN,OF-PH",SIL,0-2,S,MW,2016,2870,1870,indx_49,"KINN,OF-PHSIL0-2SMW",2,125,40,45,80,3.8,74,81,indx_89
"KNOXDALE,OF-PH",SIL,0-2,S,W,2016,2920,1920,indx_49,"KNOXDALE,OF-PHSIL0-2SW",2,120,42,45,74,4.6,78,80,indx_89
KOKOMO,SICL,0-1,S,VP,2016,3970,2200,indx_49,KOKOMOSICL0-1SVP,2,136,47,54,78,5,87,91,indx_99
KOKOMO,SICL,0-2,S,VP,2016,3970,2200,indx_49,KOKOMOSICL0-2SVP,2,136,47,54,78,5,87,91,indx_99
KOKOMO,SIL,0-1,S,VP,2016,3970,2200,indx_49,KOKOMOSIL0-1SVP,2,136,47,54,78,5.2,88,91,indx_99
"KOKOMO,OV-PH",SIL,0-2,S,VP,2016,3690,1920,indx_49,"KOKOMO,OV-PHSIL0-2SVP",2,132,46,52,76,5,85,88,indx_89
KYGER,LS,0-2,S,VP,2016,350,230,indx_49,KYGERLS0-2SVP,3,0,0,0,0,0,0,0,indx_49
"KYGER,FF-PH",LS,0-2,S,P,2016,350,230,indx_49,"KYGER,FF-PHLS0-2SP",3,0,0,0,0,0,0,0,indx_49
LAIDIG,ST-L,10-15,S,W,2016,350,230,indx_49,LAIDIGST-L10-15SW,3,0,0,0,0,3.2,53,0,indx_49
LAIDIG,ST-L,15-20,S,W,2016,350,230,indx_49,LAIDIGST-L15-20SW,3,0,0,0,0,2.8,47,0,indx_49
LAIDIG,ST-L,5-10,S,W,2016,350,230,indx_49,LAIDIGST-L5-10SW,3,0,0,0,0,3.5,58,0,indx_49
LAKIN,LFS,1-6,S,W,2016,1360,360,indx_49,LAKINLFS1-6SW,2,94,34,40,74,3.6,64,65,indx_69
LAKIN,LFS,12-18,S,W,2016,350,230,indx_49,LAKINLFS12-18SW,3,70,30,36,66,3,53,53,indx_59
LAKIN,LFS,2-6,S,W,2016,1360,360,indx_49,LAKINLFS2-6SW,2,94,34,40,74,3.6,64,65,indx_69
LAKIN,LFS,2-8,S,W,2016,1360,360,indx_49,LAKINLFS2-8SW,2,94,34,40,74,3.6,64,65,indx_69
LAKIN,LFS,3-12,S,W,2016,1190,230,indx_49,LAKINLFS3-12SW,2,91,33,39,72,3.5,62,63,indx_69
LAKIN,LFS,6-12,S,W,2016,1170,230,indx_49,LAKINLFS6-12SW,2,90,33,39,71,3.5,62,62,indx_69
LAKIN,LFS,8-15,S,W,2016,670,230,indx_49,LAKINLFS8-15SW,2,84,30,36,66,3.2,57,58,indx_59
LAKIN,LFS,8-25,S,W,2016,350,230,indx_49,LAKINLFS8-25SW,3,69,30,36,65,3,53,52,indx_59
LAKIN,LS,1-8,S,W,2016,1110,230,indx_49,LAKINLS1-8SW,2,84,34,40,74,3.4,61,61,indx_69
LAKIN,LS,2-6,S,W,2016,1110,230,indx_49,LAKINLS2-6SW,2,84,34,40,74,3.4,61,61,indx_69
LAKIN,LS,6-12,S,W,2016,920,230,indx_49,LAKINLS6-12SW,2,80,33,39,71,3,57,59,indx_59
"LAKIN-ALFORD,C",,15-25,S,W,2016,350,230,indx_49,"LAKIN-ALFORD,C15-25SW",3,70,30,32,0,3,50,51,indx_59
LAMBERJACK,L,0-2,S,SWP,2016,2750,980,indx_49,LAMBERJACKL0-2SSWP,2,114,42,44,82,4.6,77,77,indx_79
LAMSON,FSL,0-2,S,VP,2016,2220,450,indx_49,LAMSONFSL0-2SVP,2,100,40,45,84,4,71,71,indx_79
LAMSON,VFSL,0-2,S,VP,2016,2220,450,indx_49,LAMSONVFSL0-2SVP,2,100,40,45,84,4,71,71,indx_79
LANDES,FSL,0-2,S,W,2016,1530,530,indx_49,LANDESFSL0-2SW,2,97,35,41,72,4.1,68,67,indx_69
LANDES,GR-SL,0-2,S,W,2016,540,230,indx_49,LANDESGR-SL0-2SW,2,80,30,32,62,3.8,59,55,indx_59
LANDES,SL,0-2,S,W,2016,1530,530,indx_49,LANDESSL0-2SW,2,97,35,41,72,4.1,68,67,indx_69
"LANDES,FF-PH",LFS,0-6,S,W,2016,890,230,indx_49,"LANDES,FF-PHLFS0-6SW",11,87,32,37,65,3.7,61,60,indx_69
"LANDES,OF-PH",FSL,0-2,S,W,2016,1530,530,indx_49,"LANDES,OF-PHFSL0-2SW",2,97,35,41,72,4.1,68,67,indx_69
"LANDES,OF-PH",L,0-2,S,W,2016,1780,780,indx_49,"LANDES,OF-PHL0-2SW",2,100,36,42,74,4.2,70,69,indx_69
"LANDES,RF-PH",SL,0-2,S,W,2016,1530,530,indx_49,"LANDES,RF-PHSL0-2SW",2,97,35,41,72,4.1,68,67,indx_69
"LANDES,V,GRAV-SUBSL",SL,0-2,S,W,2016,540,230,indx_49,"LANDES,V,GRAV-SUBSLSL0-2SW",2,80,30,32,55,3.4,56,55,indx_59
LANIER,FSL,0-2,S,W,2016,1350,350,indx_49,LANIERFSL0-2SW,2,90,35,40,70,3.4,62,64,indx_69
LANIER,SL,0-2,S,W,2016,1350,350,indx_49,LANIERSL0-2SW,2,90,35,40,70,3.4,62,64,indx_69
"LANIER,OF-PH",SL,0-2,S,W,2016,1350,350,indx_49,"LANIER,OF-PHSL0-2SW",2,90,35,40,70,3.4,62,64,indx_69
LATHAM,SIL,12-18,M,MW,2016,350,230,indx_49,LATHAMSIL12-18MMW,3,67,21,40,64,2.3,47,49,indx_49
LATHAM,SIL,12-18,S,MW,2016,350,230,indx_49,LATHAMSIL12-18SMW,3,76,26,42,66,2.5,51,56,indx_59
LATHAM,SIL,12-20,M,MW,2016,350,230,indx_49,LATHAMSIL12-20MMW,3,66,21,40,63,2.3,46,49,indx_49
LATHAM,SIL,15-25,M,MW,2016,350,230,indx_49,LATHAMSIL15-25MMW,3,0,0,0,0,2.5,42,0,indx_49
LATHAM,SIL,15-25,S,MW,2016,350,230,indx_49,LATHAMSIL15-25SMW,3,0,0,0,0,2.5,42,0,indx_49
LATHAM,SIL,2-6,S,MW,2016,1230,230,indx_49,LATHAMSIL2-6SMW,2,86,34,50,74,3.5,64,66,indx_69
LATHAM,SIL,6-12,M,MW,2016,350,230,indx_49,LATHAMSIL6-12MMW,3,80,30,46,70,2.5,54,60,indx_69
LATHAM,SIL,6-12,S,MW,2016,870,230,indx_49,LATHAMSIL6-12SMW,2,82,32,48,72,3,59,63,indx_69
LATHAM,SIL,8-15,S,MW,2016,610,230,indx_49,LATHAMSIL8-15SMW,2,79,30,46,68,3,57,60,indx_69
"LATHAM-GILPIN,AS",,8-20,S,MW,2016,350,230,indx_49,"LATHAM-GILPIN,AS8-20SMW",3,80,0,30,0,2.8,50,42,indx_49
"LATHAM-STEINSBURG,AS",,10-25,S,MW,2016,350,230,indx_49,"LATHAM-STEINSBURG,AS10-25SMW",3,0,0,0,0,2.5,42,0,indx_49
"LATHAM-STEINSBURG,C",,15-25,S,MW,2016,350,230,indx_49,"LATHAM-STEINSBURG,C15-25SMW",3,0,0,0,0,2.4,40,0,indx_49
LATHAM-WHARTON,SIL,15-25,S,MW,2016,350,230,indx_49,LATHAM-WHARTONSIL15-25SMW,3,0,0,0,0,2.5,42,0,indx_49
LATTY,C,0-2,S,VP,2016,2610,1230,indx_49,LATTYC0-2SVP,2,102,43,45,80,5,78,73,indx_79
LATTY,SIC,0-2,S,VP,2016,2610,1230,indx_49,LATTYSIC0-2SVP,2,102,43,45,80,5,78,73,indx_79
LATTY,SICL,0-2,S,VP,2016,2780,1400,indx_49,LATTYSICL0-2SVP,2,105,44,46,82,5.2,81,75,indx_79
"LATTY,OF-PH",SIC,0-2,S,VP,2016,2610,840,indx_49,"LATTY,OF-PHSIC0-2SVP",2,102,43,45,80,5,78,73,indx_79
"LATTY,T-SUBST",SICL,0-1,S,VP,2016,2780,1010,indx_49,"LATTY,T-SUBSTSICL0-1SVP",2,105,44,46,82,5.2,81,75,indx_79
LAWSHE,SIC,12-18,SE,MW,2016,350,230,indx_49,LAWSHESIC12-18SEMW,3,0,0,0,0,2,33,0,indx_49
LAWSHE,SICL,12-18,M,MW,2016,350,230,indx_49,LAWSHESICL12-18MMW,3,0,0,0,0,2.4,40,0,indx_49
LAWSHE,SICL,2-6,S,MW,2016,350,230,indx_49,LAWSHESICL2-6SMW,3,75,25,32,72,3,53,51,indx_59
LAWSHE,SICL,6-12,M,MW,2016,350,230,indx_49,LAWSHESICL6-12MMW,3,65,20,28,66,2.8,47,43,indx_49
LENAWEE,L,0-2,S,VP,2016,3880,2110,indx_49,LENAWEEL0-2SVP,2,130,48,52,86,5.2,88,89,indx_89
LENAWEE,SICL,0-2,S,VP,2016,3690,1920,indx_49,LENAWEESICL0-2SVP,2,126,47,50,83,5,85,86,indx_89
LENAWEE,SIL,0-2,S,VP,2016,3880,2110,indx_49,LENAWEESIL0-2SVP,2,130,48,52,86,5.2,88,89,indx_89
"LENAWEE,OV-PH",SIL,0-2,S,VP,2016,3880,2110,indx_49,"LENAWEE,OV-PHSIL0-2SVP",2,130,48,52,86,5.2,88,89,indx_89
"LENAWEE,V",SICL,0-2,S,VP,2016,850,230,indx_49,"LENAWEE,VSICL0-2SVP",2,90,30,40,60,3.5,60,62,indx_69
LEONI,GR-L,12-25,S,W,2016,350,230,indx_49,LEONIGR-L12-25SW,3,0,0,0,0,2,33,0,indx_49
LEWISBURG,SIL,0-2,S,MW,2016,1230,230,indx_49,LEWISBURGSIL0-2SMW,2,85,35,40,65,3.5,61,62,indx_69
LEWISBURG,SIL,2-6,M,MW,2016,350,230,indx_49,LEWISBURGSIL2-6MMW,3,75,27,37,60,3.2,54,54,indx_59
LEWISBURG,SIL,2-6,S,MW,2016,580,230,indx_49,LEWISBURGSIL2-6SMW,2,80,30,38,62,3.5,58,57,indx_59
LEWISBURG,SOILS,6-12,SE,MW,2016,350,230,indx_49,LEWISBURGSOILS6-12SEMW,3,63,23,31,50,2.7,46,45,indx_49
LEWISBURG-CELINA,CL,2-6,M,MW,2016,1190,230,indx_49,LEWISBURG-CELINACL2-6MMW,2,99,31,43,61,4.3,68,67,indx_69
LEWISBURG-CELINA,CL,6-12,SE,MW,2016,350,230,indx_49,LEWISBURG-CELINACL6-12SEMW,3,63,23,31,50,2.7,46,45,indx_49
LEWISBURG-CELINA,SIL,2-6,S,MW,2016,1610,610,indx_49,LEWISBURG-CELINASIL2-6SMW,2,105,33,45,65,4.5,72,70,indx_79
"LEWISBURG-CROSBY,C",,2-6,S,MW,2016,1360,360,indx_49,"LEWISBURG-CROSBY,C2-6SMW",2,93,34,43,65,3.8,65,66,indx_69
"LEWISBURG,V",SIL,0-2,S,MW,2016,550,230,indx_49,"LEWISBURG,VSIL0-2SMW",2,90,27,45,75,3.6,63,62,indx_69
"LEWISBURG,V",SIL,2-6,S,MW,2016,350,230,indx_49,"LEWISBURG,VSIL2-6SMW",2,85,25,42,72,3.6,61,59,indx_59
"LEWISBURG,V",SIL,6-12,S,MW,2016,350,230,indx_49,"LEWISBURG,VSIL6-12SMW",3,75,23,38,65,3.2,54,52,indx_59
"LIBRARY,V",SIL,3-8,S,SWP,2016,1280,230,indx_49,"LIBRARY,VSIL3-8SSWP",2,100,32,40,60,4.3,68,66,indx_69
LIBRE,SIL,0-2,S,W,2016,2330,1330,indx_49,LIBRESIL0-2SW,2,109,39,51,72,4.6,76,77,indx_79
LIBRE,SIL,2-6,S,W,2016,2160,1160,indx_49,LIBRESIL2-6SW,2,106,38,50,70,4.5,74,75,indx_79
