id,soil_series,texture,slope,erosion,drainage,prod_index,indx,cropland_unadj,woodland_unadj,year
BLOUNTSIL2-6MSWP,BLOUNT,SIL,2-6,M,SWP,71,indx_79,1245,230,2018
BLOUNTSIL2-6SSWP,BLOUNT,SIL,2-6,S,SWP,74,indx_79,1465,235,2018
BOGARTGR-L0-2SMW,BOGART,GR-L,0-2,S,MW,72,indx_79,1100,240,2018
BOGARTGR-L2-6SMW,BOGART,GR-L,2-6,S,MW,69,indx_69,930,235,2018
"BOGART-HASKINS,C2-6SMW","BOGART-HASKINS,C",,2-6,S,MW,69,indx_69,970,230,2018
BOGART-HASKINSL2-6SMW,BOGART-HASKINS,L,2-6,S,MW,69,indx_69,970,230,2018
BOGARTL0-2SMW,BOGART,L,0-2,S,MW,74,indx_79,1210,230,2018
BOGARTL2-5SMW,BOGART,L,2-5,S,MW,69,indx_69,1035,235,2018
BOGARTL2-6SMW,BOGART,L,2-6,S,MW,69,indx_69,1035,235,2018
BOGARTL6-12MMW,BOGART,L,6-12,M,MW,60,indx_69,580,230,2018
BOGARTSIL0-2SMW,BOGART,SIL,0-2,S,MW,74,indx_79,1210,230,2018
BOGARTSIL2-5SMW,BOGART,SIL,2-5,S,MW,71,indx_79,1045,225,2018
BOGARTSIL2-6SMW,BOGART,SIL,2-6,S,MW,71,indx_79,1045,225,2018
BOGARTSIL6-12SMW,BOGART,SIL,6-12,S,MW,66,indx_69,705,225,2018
BOGARTSL0-2SMW,BOGART,SL,0-2,S,MW,72,indx_79,1100,240,2018
BOGARTSOILS5-10MMW,BOGART,SOILS,5-10,M,MW,66,indx_69,615,230,2018
BOGARTSOILS5-10SMW,BOGART,SOILS,5-10,S,MW,68,indx_69,765,230,2018
"BOGART,T-SUBSTL2-6SMW","BOGART,T-SUBST",L,2-6,S,MW,71,indx_79,1035,235,2018
"BOGART,T-SUBSTL6-12SMW","BOGART,T-SUBST",L,6-12,S,MW,60,indx_69,580,230,2018
"BOGART,VL0-3SMW","BOGART,V",L,0-3,S,MW,73,indx_79,1335,335,2018
"BOGART,VL3-8SMW","BOGART,V",L,3-8,S,MW,70,indx_79,990,230,2018
BONNELLSICL15-25SEW,BONNELL,SICL,15-25,SE,W,33,indx_49,350,230,2018
BONNELLSIL15-25MW,BONNELL,SIL,15-25,M,W,45,indx_49,350,230,2018
BONNELLSIL15-25SW,BONNELL,SIL,15-25,S,W,50,indx_59,350,230,2018
"BONNIE,FF-PHSIL0-2SVP","BONNIE,FF-PH",SIL,0-2,S,VP,61,indx_69,350,230,2018
"BONNIE,PO-PHSIL0-2SVP","BONNIE,PO-PH",SIL,0-2,S,VP,0,indx_49,350,230,2018
"BONO,LO-SUBSTSIC0-2SVP","BONO,LO-SUBST",SIC,0-2,S,VP,75,indx_79,1545,230,2018
BONOSIC0-2SVP,BONO,SIC,0-2,S,VP,76,indx_79,1990,600,2018
BONOSICL0-2SVP,BONO,SICL,0-2,S,VP,78,indx_79,2200,790,2018
"BONPAS,OV-PHSIL0-2SVP","BONPAS,OV-PH",SIL,0-2,S,VP,77,indx_79,1815,240,2018
BONPASSICL0-2SVP,BONPAS,SICL,0-2,S,VP,77,indx_79,1815,240,2018
BONPASSIL0-2SVP,BONPAS,SIL,0-2,S,VP,79,indx_79,1965,230,2018
"BOSTON-BRATTON,C12-18MW","BOSTON-BRATTON,C",,12-18,M,W,59,indx_59,350,230,2018
"BOSTON-BRATTON,C12-18SEW","BOSTON-BRATTON,C",,12-18,SE,W,47,indx_49,350,230,2018
"BOSTON-BRATTON,C18-25MW","BOSTON-BRATTON,C",,18-25,M,W,47,indx_49,350,230,2018
"BOSTON-BRATTON,C6-12MW","BOSTON-BRATTON,C",,6-12,M,W,66,indx_69,345,230,2018
"BOSTON-BRATTON,C6-12SEW","BOSTON-BRATTON,C",,6-12,SE,W,55,indx_59,350,230,2018
BOSTON-GRAYFORDSIL2-6MW,BOSTON-GRAYFORD,SIL,2-6,M,W,60,indx_69,350,230,2018
BOSTON-GRAYFORDSIL2-6SW,BOSTON-GRAYFORD,SIL,2-6,S,W,64,indx_69,350,230,2018
BOYERGR-LS12-18SW,BOYER,GR-LS,12-18,S,W,36,indx_49,350,230,2018
BOYERL0-4SW,BOYER,L,0-4,S,W,62,indx_69,645,230,2018
BOYERLS1-6SW,BOYER,LS,1-6,S,W,62,indx_69,645,230,2018
BOYERLS6-12SW,BOYER,LS,6-12,S,W,59,indx_59,445,230,2018
BRACEVILLEL0-2SMW,BRACEVILLE,L,0-2,S,MW,66,indx_69,1050,230,2018
BRACEVILLEL2-6SMW,BRACEVILLE,L,2-6,S,MW,64,indx_69,860,225,2018
BRACEVILLEL6-12MMW,BRACEVILLE,L,6-12,M,MW,58,indx_59,425,230,2018
BRADYSL0-3SSWP,BRADY,SL,0-3,S,SWP,59,indx_59,730,230,2018
"BRATTON-OPEQUON,C8-15MW","BRATTON-OPEQUON,C",,8-15,M,W,55,indx_59,350,230,2018
BRATTONSICL12-18SEW,BRATTON,SICL,12-18,SE,W,51,indx_59,350,230,2018
BRATTONSIL12-18MW,BRATTON,SIL,12-18,M,W,57,indx_59,350,230,2018
BRATTONSIL2-6MW,BRATTON,SIL,2-6,M,W,64,indx_69,350,230,2018
BRATTONSIL2-6SW,BRATTON,SIL,2-6,S,W,68,indx_69,645,230,2018
BRATTONSIL2-8SW,BRATTON,SIL,2-8,S,W,66,indx_69,460,230,2018
BRATTONSIL3-8MW,BRATTON,SIL,3-8,M,W,63,indx_69,350,230,2018
BRATTONSIL6-12MW,BRATTON,SIL,6-12,M,W,61,indx_69,350,230,2018
BRENTONSIL0-2SSWP,BRENTON,SIL,0-2,S,SWP,89,indx_89,2465,670,2018
BRONSONSL1-6SMW,BRONSON,SL,1-6,S,MW,67,indx_69,1160,240,2018
BROOKESICL12-18MW,BROOKE,SICL,12-18,M,W,55,indx_59,350,230,2018
BROOKESICL12-25MW,BROOKE,SICL,12-25,M,W,47,indx_49,350,230,2018
BROOKESICL4-12MW,BROOKE,SICL,4-12,M,W,61,indx_69,345,230,2018
BROOKSIDESICL12-18SW,BROOKSIDE,SICL,12-18,S,W,57,indx_59,350,230,2018
BROOKSIDESICL12-20SW,BROOKSIDE,SICL,12-20,S,W,56,indx_59,350,230,2018
BROOKSIDESICL15-25SW,BROOKSIDE,SICL,15-25,S,W,51,indx_59,350,230,2018
BROOKSIDESICL18-25SW,BROOKSIDE,SICL,18-25,S,W,51,indx_59,350,230,2018
BROOKSIDESICL6-12SW,BROOKSIDE,SICL,6-12,S,W,63,indx_69,350,230,2018
BROOKSIDESICL8-15MW,BROOKSIDE,SICL,8-15,M,W,57,indx_59,350,230,2018
BROOKSIDESICL8-15SW,BROOKSIDE,SICL,8-15,S,W,60,indx_69,350,230,2018
BROOKSIDESIL15-25MW,BROOKSIDE,SIL,15-25,M,W,49,indx_49,350,230,2018
BROOKSIDESIL15-25SW,BROOKSIDE,SIL,15-25,S,W,56,indx_59,350,230,2018
BROOKSIDESIL8-15MW,BROOKSIDE,SIL,8-15,M,W,60,indx_69,350,230,2018
BROOKSIDESIL8-15SW,BROOKSIDE,SIL,8-15,S,W,63,indx_69,350,230,2018
"BROOKSIDE-VANDALIA,C15-25MW","BROOKSIDE-VANDALIA,C",,15-25,M,W,50,indx_59,350,230,2018
"BROOKSIDE-VANDALIA,C15-25SW","BROOKSIDE-VANDALIA,C",,15-25,S,W,55,indx_59,350,230,2018
"BROOKSIDE-VANDALIA,C8-15SW","BROOKSIDE-VANDALIA,C",,8-15,S,W,59,indx_59,350,230,2018
BROOKSTONCL0-2SVP,BROOKSTON,CL,0-2,S,VP,89,indx_89,2620,805,2018
"BROOKSTON,OV-PHSIL0-2SVP","BROOKSTON,OV-PH",SIL,0-2,S,VP,77,indx_79,1755,225,2018
BROOKSTONSICL0-2SVP,BROOKSTON,SICL,0-2,S,VP,89,indx_89,2620,805,2018
BROOKSTONSICL2-6SVP,BROOKSTON,SICL,2-6,S,VP,86,indx_89,2315,520,2018
BROOKSTONSIL0-2SVP,BROOKSTON,SIL,0-2,S,VP,92,indx_99,2750,955,2018
BROUGHTONC12-18MMW,BROUGHTON,C,12-18,M,MW,30,indx_49,350,230,2018
BROUGHTONC18-25SEMW,BROUGHTON,C,18-25,SE,MW,0,indx_49,350,230,2018
BROUGHTONC2-6MMW,BROUGHTON,C,2-6,M,MW,52,indx_59,350,230,2018
BROUGHTONC6-12MMW,BROUGHTON,C,6-12,M,MW,49,indx_49,350,230,2018
BROUGHTONC6-12SEMW,BROUGHTON,C,6-12,SE,MW,33,indx_49,350,230,2018
BROUGHTONSIC12-18SEMW,BROUGHTON,SIC,12-18,SE,MW,0,indx_49,350,230,2018
BROUGHTONSIC6-12SEMW,BROUGHTON,SIC,6-12,SE,MW,33,indx_49,350,230,2018
BROUGHTONSICL12-18MMW,BROUGHTON,SICL,12-18,M,MW,30,indx_49,350,230,2018
BROUGHTONSICL2-6MMW,BROUGHTON,SICL,2-6,M,MW,53,indx_59,350,230,2018
BROUGHTONSICL2-6SMW,BROUGHTON,SICL,2-6,S,MW,55,indx_59,350,230,2018
BROUGHTONSICL6-12MMW,BROUGHTON,SICL,6-12,M,MW,50,indx_59,350,230,2018
BROWNSVILLECN-SIL12-18SW,BROWNSVILLE,CN-SIL,12-18,S,W,49,indx_49,350,230,2018
BROWNSVILLECN-SIL15-25SW,BROWNSVILLE,CN-SIL,15-25,S,W,47,indx_49,350,230,2018
BROWNSVILLECN-SIL18-25SW,BROWNSVILLE,CN-SIL,18-25,S,W,45,indx_49,350,230,2018
BROWNSVILLECN-SIL6-12SW,BROWNSVILLE,CN-SIL,6-12,S,W,51,indx_59,350,230,2018
"BROWNSVILLE-WESTMORELAND,C18-25SW","BROWNSVILLE-WESTMORELAND,C",,18-25,S,W,52,indx_59,350,230,2018
"BRUSHCREEK-LAWSHE,C12-25MMW","BRUSHCREEK-LAWSHE,C",,12-25,M,MW,43,indx_49,350,230,2018
BRUSHCREEKSIL6-12MMW,BRUSHCREEK,SIL,6-12,M,MW,63,indx_69,410,230,2018
CALCUTTASIL0-3SSWP,CALCUTTA,SIL,0-3,S,SWP,66,indx_69,680,230,2018
CAMBRIDGESIL12-18MMW,CAMBRIDGE,SIL,12-18,M,MW,55,indx_59,350,230,2018
CAMBRIDGESIL12-18SMW,CAMBRIDGE,SIL,12-18,S,MW,56,indx_59,355,230,2018
CAMBRIDGESIL2-6MMW,CAMBRIDGE,SIL,2-6,M,MW,62,indx_69,565,230,2018
CAMBRIDGESIL2-6SMW,CAMBRIDGE,SIL,2-6,S,MW,64,indx_69,840,225,2018
CAMBRIDGESIL6-12MMW,CAMBRIDGE,SIL,6-12,M,MW,60,indx_69,430,230,2018
CAMBRIDGESIL6-12SMW,CAMBRIDGE,SIL,6-12,S,MW,62,indx_69,700,230,2018
"CAMBRIDGE,SS-SUBSTSIL2-6SMW","CAMBRIDGE,SS-SUBST",SIL,2-6,S,MW,64,indx_69,840,225,2018
"CAMBRIDGE,SS-SUBSTSIL6-12MMW","CAMBRIDGE,SS-SUBST",SIL,6-12,M,MW,60,indx_69,430,230,2018
CANADICE-CANEADEASIL0-2SP,CANADICE-CANEADEA,SIL,0-2,S,P,55,indx_59,350,230,2018
CANADICESICL0-2SP,CANADICE,SICL,0-2,S,P,52,indx_59,350,230,2018
CANADICESIL0-2SP,CANADICE,SIL,0-2,S,P,52,indx_59,350,230,2018
"CANADICE,VMUCK0-2SP","CANADICE,V",MUCK,0-2,S,P,53,indx_59,350,230,2018
CANALSIL0-2SSWP,CANAL,SIL,0-2,S,SWP,70,indx_79,1105,230,2018
CANASIL12-18MMW,CANA,SIL,12-18,M,MW,61,indx_69,350,230,2018
CANASIL12-20MMW,CANA,SIL,12-20,M,MW,61,indx_69,345,230,2018
CANASIL2-6MMW,CANA,SIL,2-6,M,MW,70,indx_79,695,230,2018
CANASIL2-6SMW,CANA,SIL,2-6,S,MW,73,indx_79,1115,235,2018
CANASIL6-12MMW,CANA,SIL,6-12,M,MW,67,indx_69,660,230,2018
"CANA,VSIL15-25MMW","CANA,V",SIL,15-25,M,MW,52,indx_59,350,230,2018
"CANA,VSIL2-6SMW","CANA,V",SIL,2-6,S,MW,69,indx_69,830,230,2018
"CANA,VSIL6-18SMW","CANA,V",SIL,6-18,S,MW,62,indx_69,360,230,2018
"CANA,VSIL8-15MMW","CANA,V",SIL,8-15,M,MW,58,indx_59,360,230,2018
"CANEADEA-CANADICE,C0-2SSWP","CANEADEA-CANADICE,C",,0-2,S,SWP,55,indx_59,350,230,2018
CANEADEA-CANADICESIL0-2SSWP,CANEADEA-CANADICE,SIL,0-2,S,SWP,55,indx_59,350,230,2018
CANEADEASICL0-2SSWP,CANEADEA,SICL,0-2,S,SWP,56,indx_59,445,230,2018
CANEADEASICL0-3SSWP,CANEADEA,SICL,0-3,S,SWP,57,indx_59,445,230,2018
CANEADEASIL0-2SSWP,CANEADEA,SIL,0-2,S,SWP,63,indx_69,900,230,2018
CANEADEASIL12-18MSWP,CANEADEA,SIL,12-18,M,SWP,42,indx_49,350,230,2018
CANEADEASIL2-6SSWP,CANEADEA,SIL,2-6,S,SWP,60,indx_69,630,230,2018
CANEADEASIL6-12MSWP,CANEADEA,SIL,6-12,M,SWP,56,indx_59,360,230,2018
CANFIELDSIL0-2SMW,CANFIELD,SIL,0-2,S,MW,75,indx_79,1535,535,2018
CANFIELDSIL12-18MMW,CANFIELD,SIL,12-18,M,MW,58,indx_59,525,230,2018
CANFIELDSIL12-18SMW,CANFIELD,SIL,12-18,S,MW,60,indx_69,680,230,2018
CANFIELDSIL12-20SMW,CANFIELD,SIL,12-20,S,MW,60,indx_69,655,230,2018
CANFIELDSIL2-5MMW,CANFIELD,SIL,2-5,M,MW,71,indx_79,1160,240,2018
CANFIELDSIL2-5SMW,CANFIELD,SIL,2-5,S,MW,73,indx_79,1370,370,2018
CANFIELDSIL2-6MMW,CANFIELD,SIL,2-6,M,MW,71,indx_79,1160,240,2018
CANFIELDSIL2-6SMW,CANFIELD,SIL,2-6,S,MW,73,indx_79,1370,370,2018
CANFIELDSIL3-8SMW,CANFIELD,SIL,3-8,S,MW,73,indx_79,1370,370,2018
CANFIELDSIL5-10MMW,CANFIELD,SIL,5-10,M,MW,63,indx_69,935,235,2018
CANFIELDSIL5-10SMW,CANFIELD,SIL,5-10,S,MW,67,indx_69,1100,240,2018
CANFIELDSIL6-12MMW,CANFIELD,SIL,6-12,M,MW,63,indx_69,935,235,2018
CANFIELDSIL6-12SMW,CANFIELD,SIL,6-12,S,MW,67,indx_69,1100,240,2018
CANFIELDSIL8-15SMW,CANFIELD,SIL,8-15,S,MW,63,indx_69,865,235,2018
"CANFIELD,SS-SUBSTSIL2-6SMW","CANFIELD,SS-SUBST",SIL,2-6,S,MW,73,indx_79,1370,370,2018
"CANFIELD,V,MOD.SHALLOWSIL2-6SMW","CANFIELD,V,MOD.SHALLOW",SIL,2-6,S,MW,62,indx_69,1090,230,2018
"CANFIELD,V,MOD.SHALLOWSIL6-12SMW","CANFIELD,V,MOD.SHALLOW",SIL,6-12,S,MW,58,indx_59,490,230,2018
CAPTINASIL12-18MMW,CAPTINA,SIL,12-18,M,MW,59,indx_59,345,230,2018
CAPTINASIL2-6SMW,CAPTINA,SIL,2-6,S,MW,67,indx_69,760,225,2018
CAPTINASIL6-12MMW,CAPTINA,SIL,6-12,M,MW,61,indx_69,350,230,2018
CARDINALSIL12-18MMW,CARDINAL,SIL,12-18,M,MW,30,indx_49,350,230,2018
CARDINALSIL6-12MMW,CARDINAL,SIL,6-12,M,MW,42,indx_49,350,230,2018
CARDINGTONFSL2-6SMW,CARDINGTON,FSL,2-6,S,MW,68,indx_69,1105,225,2018
CARDINGTONSICL6-12MMW,CARDINGTON,SICL,6-12,M,MW,61,indx_69,600,230,2018
CARDINGTONSICL6-12SEMW,CARDINGTON,SICL,6-12,SE,MW,50,indx_59,350,230,2018
CARDINGTONSIL0-2SMW,CARDINGTON,SIL,0-2,S,MW,73,indx_79,1430,430,2018
CARDINGTONSIL12-18MMW,CARDINGTON,SIL,12-18,M,MW,55,indx_59,350,230,2018
CARDINGTONSIL12-20MMW,CARDINGTON,SIL,12-20,M,MW,55,indx_59,350,230,2018
CARDINGTONSIL12-25MMW,CARDINGTON,SIL,12-25,M,MW,50,indx_59,350,230,2018
CARDINGTONSIL2-6MMW,CARDINGTON,SIL,2-6,M,MW,66,indx_69,960,225,2018
CARDINGTONSIL2-6SMW,CARDINGTON,SIL,2-6,S,MW,69,indx_69,1255,255,2018
CARDINGTONSIL6-12MMW,CARDINGTON,SIL,6-12,M,MW,62,indx_69,800,230,2018
CARDINGTONSIL6-12SEMW,CARDINGTON,SIL,6-12,SE,MW,53,indx_59,350,230,2018
CARDINGTONSIL6-12SMW,CARDINGTON,SIL,6-12,S,MW,66,indx_69,960,225,2018
"CARLISLE,DRAINEDMUCK0-2SVP","CARLISLE,DRAINED",MUCK,0-2,S,VP,86,indx_89,2115,320,2018
CARLISLEMK-SIL0-2SVP,CARLISLE,MK-SIL,0-2,S,VP,86,indx_89,2115,320,2018
CARLISLEMUCK0-1SVP,CARLISLE,MUCK,0-1,S,VP,86,indx_89,2115,320,2018
CARLISLEMUCK0-2SVP,CARLISLE,MUCK,0-2,S,VP,86,indx_89,2115,320,2018
"CARLISLE,PO-PHMUCK0-2SVP","CARLISLE,PO-PH",MUCK,0-2,S,VP,0,indx_49,350,230,2018
CARLISLESICL0-2SVP,CARLISLE,SICL,0-2,S,VP,84,indx_89,1975,240,2018
"CARLISLE,UNDRAINEDMUCK0-2SVP","CARLISLE,UNDRAINED",MUCK,0-2,S,VP,0,indx_49,350,230,2018
CASCOCL18-25SEW,CASCO,CL,18-25,SE,W,0,indx_49,350,230,2018
"CASCO-ELDEAN,C12-18MW","CASCO-ELDEAN,C",,12-18,M,W,42,indx_49,350,230,2018
CASCO-ELDEANL12-18MW,CASCO-ELDEAN,L,12-18,M,W,42,indx_49,350,230,2018
CASCO-FOXSOILS6-12MW,CASCO-FOX,SOILS,6-12,M,W,52,indx_59,350,230,2018
CASCOGR-L12-18MW,CASCO,GR-L,12-18,M,W,38,indx_49,350,230,2018
CASCOGR-L12-18SEW,CASCO,GR-L,12-18,SE,W,42,indx_49,350,230,2018
CASCOGR-L12-20MW,CASCO,GR-L,12-20,M,W,38,indx_49,350,230,2018
CASCOGR-L6-12SW,CASCO,GR-L,6-12,S,W,51,indx_59,350,230,2018
CASCOGR-L8-15MW,CASCO,GR-L,8-15,M,W,45,indx_49,350,230,2018
"CASCO-KENDALLVILLE,C12-18SW","CASCO-KENDALLVILLE,C",,12-18,S,W,43,indx_49,350,230,2018
CASCOL15-25SW,CASCO,L,15-25,S,W,33,indx_49,350,230,2018
CASCOL18-25MW,CASCO,L,18-25,M,W,0,indx_49,350,230,2018
CASCOL2-6MW,CASCO,L,2-6,M,W,54,indx_59,350,230,2018
CASCOL2-6SW,CASCO,L,2-6,S,W,55,indx_59,350,230,2018
CASCOL6-12MW,CASCO,L,6-12,M,W,51,indx_59,350,230,2018
"CASCO-MIAMI-FOX,C12-18MW","CASCO-MIAMI-FOX,C",,12-18,M,W,43,indx_49,350,230,2018
"CASCO-RODMAN,C12-18MW","CASCO-RODMAN,C",,12-18,M,W,0,indx_49,350,230,2018
"CASCO-RODMAN,C2-12MW","CASCO-RODMAN,C",,2-12,M,W,50,indx_59,350,230,2018
CASCO-RODMAN-FOXSOILS18-25MW,CASCO-RODMAN-FOX,SOILS,18-25,M,W,0,indx_49,350,230,2018
CASCO-RODMANGR-L12-18SW,CASCO-RODMAN,GR-L,12-18,S,W,40,indx_49,350,230,2018
CASCO-RODMANGR-L6-18MW,CASCO-RODMAN,GR-L,6-18,M,W,33,indx_49,350,230,2018
CASCOSIL0-6SW,CASCO,SIL,0-6,S,W,56,indx_59,555,230,2018
CASCOSIL12-18MW,CASCO,SIL,12-18,M,W,40,indx_49,350,230,2018
"CASCO,V,VERY FLAGGY SUBSLL0-2SW","CASCO,V,VERY FLAGGY SUBSL",L,0-2,S,W,56,indx_59,350,230,2018
"CASCO,V,VERY FLAGGY SUBSLL2-6SW","CASCO,V,VERY FLAGGY SUBSL",L,2-6,S,W,54,indx_59,350,230,2018
"CASCO,V,VERY FLAGGY SUBSLL6-18SW","CASCO,V,VERY FLAGGY SUBSL",L,6-18,S,W,45,indx_49,350,230,2018
CASTALIACBV-L0-2SW,CASTALIA,CBV-L,0-2,S,W,0,indx_49,350,230,2018
CASTALIACN-SIL0-2SW,CASTALIA,CN-SIL,0-2,S,W,44,indx_49,350,230,2018
CASTALIACN-SIL2-6SW,CASTALIA,CN-SIL,2-6,S,W,43,indx_49,350,230,2018
CASTALIACNV-L0-2SW,CASTALIA,CNV-L,0-2,S,W,44,indx_49,350,230,2018
CASTALIACNV-L12-18SW,CASTALIA,CNV-L,12-18,S,W,0,indx_49,350,230,2018
CASTALIACNV-L2-6SW,CASTALIA,CNV-L,2-6,S,W,43,indx_49,350,230,2018
CASTALIACNV-SIL0-2SW,CASTALIA,CNV-SIL,0-2,S,W,44,indx_49,350,230,2018
CASTALIACNV-SIL2-6SW,CASTALIA,CNV-SIL,2-6,S,W,43,indx_49,350,230,2018
"CASTALIA-MARBLEHEAD,CSTV0-6SW","CASTALIA-MARBLEHEAD,C",STV,0-6,S,W,0,indx_49,350,230,2018
CASTALIASTV-FSL1-6SW,CASTALIA,STV-FSL,1-6,S,W,0,indx_49,350,230,2018
CASTALIASTV-L1-6SW,CASTALIA,STV-L,1-6,S,W,0,indx_49,350,230,2018
CAVODESIL2-5SSWP,CAVODE,SIL,2-5,S,SWP,64,indx_69,500,230,2018
CAVODESIL5-10MSWP,CAVODE,SIL,5-10,M,SWP,57,indx_59,350,230,2018
CAVODESIL5-10SSWP,CAVODE,SIL,5-10,S,SWP,60,indx_69,350,230,2018
CELINABY-SIL2-6SMW,CELINA,BY-SIL,2-6,S,MW,64,indx_69,880,225,2018
CELINA-CROSBYSIL0-2SMW,CELINA-CROSBY,SIL,0-2,S,MW,80,indx_89,1835,835,2018
"CELINA,LM-SUBSTSIL0-2SMW","CELINA,LM-SUBST",SIL,0-2,S,MW,79,indx_79,1810,810,2018
CELINA-LOSANTVILLESIL2-6MMW,CELINA-LOSANTVILLE,SIL,2-6,M,MW,70,indx_79,995,240,2018
CELINA-LOSANTVILLESIL2-6SMW,CELINA-LOSANTVILLE,SIL,2-6,S,MW,74,indx_79,1380,380,2018
CELINA-MIAMISIL6-12MMW,CELINA-MIAMI,SIL,6-12,M,MW,69,indx_69,970,240,2018
CELINASIL0-2SMW,CELINA,SIL,0-2,S,MW,79,indx_79,1810,810,2018
CELINASIL2-6MMW,CELINA,SIL,2-6,M,MW,73,indx_79,1290,290,2018
CELINASIL2-6SMW,CELINA,SIL,2-6,S,MW,76,indx_79,1535,535,2018
CELINASIL6-12MMW,CELINA,SIL,6-12,M,MW,69,indx_69,970,240,2018
"CELINA-STRAWN,C0-2SMW","CELINA-STRAWN,C",,0-2,S,MW,74,indx_79,1105,225,2018
"CELINA-STRAWN,C2-6SMW","CELINA-STRAWN,C",,2-6,S,MW,72,indx_79,990,240,2018
"CELINA,VSIL6-15SMW","CELINA,V",SIL,6-15,S,MW,61,indx_69,350,230,2018
CELINA-XENIASIL0-2SMW,CELINA-XENIA,SIL,0-2,S,MW,79,indx_79,1810,810,2018
CELINA-XENIASIL2-6SMW,CELINA-XENIA,SIL,2-6,S,MW,76,indx_79,1535,535,2018
CENTERBURGSIL1-4SMW,CENTERBURG,SIL,1-4,S,MW,77,indx_79,1520,520,2018
CENTERBURGSIL2-6MMW,CENTERBURG,SIL,2-6,M,MW,72,indx_79,1135,235,2018
CENTERBURGSIL2-6SMW,CENTERBURG,SIL,2-6,S,MW,75,indx_79,1340,340,2018
CENTERBURGSIL6-12MMW,CENTERBURG,SIL,6-12,M,MW,68,indx_69,890,240,2018
CENTERBURGSIL6-12SMW,CENTERBURG,SIL,6-12,S,MW,72,indx_79,1045,225,2018
"CERESCO,OF-PHSL0-2SSWP","CERESCO,OF-PH",SL,0-2,S,SWP,72,indx_79,1525,240,2018
CERESCOSL0-2SSWP,CERESCO,SL,0-2,S,SWP,72,indx_79,1525,240,2018
"CHAGRIN,ALK-PHL0-2SW","CHAGRIN,ALK-PH",L,0-2,S,W,75,indx_79,1770,770,2018
"CHAGRIN,ALK-PH.SIL0-2SW","CHAGRIN,ALK-PH.",SIL,0-2,S,W,80,indx_89,2160,1160,2018
"CHAGRIN,FF-PHL0-2SW","CHAGRIN,FF-PH",L,0-2,S,W,57,indx_59,720,235,2018
"CHAGRIN,FF-PHSIL0-2SW","CHAGRIN,FF-PH",SIL,0-2,S,W,57,indx_59,720,235,2018
CHAGRINL0-2SW,CHAGRIN,L,0-2,S,W,77,indx_79,1950,950,2018
"CHAGRIN,OF-PHL0-2SW","CHAGRIN,OF-PH",L,0-2,S,W,77,indx_79,1950,950,2018
"CHAGRIN,OF-PHSIL0-2SW","CHAGRIN,OF-PH",SIL,0-2,S,W,77,indx_79,1950,950,2018
"CHAGRIN,RF-PHL0-2SW","CHAGRIN,RF-PH",L,0-2,S,W,81,indx_89,1925,925,2018
"CHAGRIN,RF-PHSIL0-2SW","CHAGRIN,RF-PH",SIL,0-2,S,W,86,indx_89,2575,1575,2018
CHAGRINSIL0-2SW,CHAGRIN,SIL,0-2,S,W,77,indx_79,1950,950,2018
"CHANNAHON-BIGLICK,C6-12SW","CHANNAHON-BIGLICK,C",,6-12,S,W,46,indx_49,350,230,2018
CHANNAHON-FAIRMONTSOILS18-25MW,CHANNAHON-FAIRMONT,SOILS,18-25,M,W,43,indx_49,350,230,2018
CHANNAHONSIL0-2SW,CHANNAHON,SIL,0-2,S,W,52,indx_59,350,230,2018
CHANNAHONSIL2-6SW,CHANNAHON,SIL,2-6,S,W,50,indx_59,350,230,2018
CHAVIESL0-2SW,CHAVIES,L,0-2,S,W,62,indx_69,480,230,2018
CHAVIESL0-6SW,CHAVIES,L,0-6,S,W,61,indx_69,345,230,2018
CHAVIESL2-6SW,CHAVIES,L,2-6,S,W,59,indx_59,355,230,2018
"CHAVIES,RF-PHFSL0-2SW","CHAVIES,RF-PH",FSL,0-2,S,W,60,indx_69,345,230,2018
"CHAVIES,RF-PHSIL0-2SW","CHAVIES,RF-PH",SIL,0-2,S,W,62,indx_69,480,230,2018
"CHAVIES,RF-PHSIL2-6SW","CHAVIES,RF-PH",SIL,2-6,S,W,58,indx_59,345,230,2018
CHAVIESSIL6-15SW,CHAVIES,SIL,6-15,S,W,56,indx_59,350,230,2018
CHENANGOGR-L0-2SW,CHENANGO,GR-L,0-2,S,W,63,indx_69,700,230,2018
CHENANGOGR-L12-18SW,CHENANGO,GR-L,12-18,S,W,58,indx_59,360,230,2018
CHENANGOGR-L2-6SW,CHENANGO,GR-L,2-6,S,W,61,indx_69,550,230,2018
CHENANGOGR-L6-12MW,CHENANGO,GR-L,6-12,M,W,58,indx_59,350,230,2018
CHENANGOGR-L6-12SW,CHENANGO,GR-L,6-12,S,W,60,indx_69,375,230,2018
CHENANGOSIL0-2SW,CHENANGO,SIL,0-2,S,W,68,indx_69,890,240,2018
CHENANGOSIL12-18MW,CHENANGO,SIL,12-18,M,W,57,indx_59,350,230,2018
CHENANGOSIL2-6SW,CHENANGO,SIL,2-6,S,W,66,indx_69,660,230,2018
CHENANGOSIL6-12MW,CHENANGO,SIL,6-12,M,W,62,indx_69,410,230,2018
"CHILI-AMANDA,C18-25SW","CHILI-AMANDA,C",,18-25,S,W,53,indx_59,350,230,2018
