"county","county_code","asd_desc","year","corn_acres_planted","corn_grain_acres_harvest","corn_grain_prod_bu","corn_grain_yield","corn_silage_acres_harvest","corn_silage_prod_tons","corn_silage_yield","soy_acres_harvest","soy_acres_planted","soy_prod_bu","soy_yield","wheat_acres_harvest","wheat_acres_planted","wheat_prod_bu","wheat_yield","cattle_inventory","cattle_milk_inventory"
"monroe","111","SOUTHEAST",2016,600,400,50000,125,NA,NA,NA,24250,24500,1337000,55.1,2800,3000,172500,61.6,14000,1300
"monroe","111","SOUTHEAST",2017,5500,4700,745000,158.5,NA,NA,NA,5290,5300,262000,49.5,1080,1600,58600,54.3,14500,1200
"monroe","111","SOUTHEAST",2018,5800,4800,691000,144,NA,NA,NA,28500,29000,1470300,51.6,1000,1600,47000,47,14300,1200
"monroe","111","SOUTHEAST",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14500,700
"montgomery","113","SOUTHWEST",1918,NA,66500,2834000,42.6,NA,NA,NA,NA,NA,NA,NA,48400,NA,949000,19.6,NA,NA
"montgomery","113","SOUTHWEST",1919,NA,57800,2508000,43.4,NA,NA,NA,NA,NA,NA,NA,49600,NA,883000,17.8,NA,NA
"montgomery","113","SOUTHWEST",1920,NA,60300,2499000,41.4,NA,NA,NA,NA,NA,NA,NA,51000,NA,807000,15.8,NA,NA
"montgomery","113","SOUTHWEST",1921,NA,56800,2133000,37.6,NA,NA,NA,NA,NA,NA,NA,44900,NA,635000,14.1,NA,NA
"montgomery","113","SOUTHWEST",1922,NA,45600,1816000,39.8,NA,NA,NA,NA,NA,NA,NA,29300,NA,440000,15,NA,NA
"montgomery","113","SOUTHWEST",1923,NA,49100,1920000,39.1,NA,NA,NA,NA,NA,NA,NA,30700,NA,610000,19.9,NA,NA
"montgomery","113","SOUTHWEST",1924,NA,45200,1434000,31.7,NA,NA,NA,NA,NA,NA,NA,7100,NA,96000,13.5,NA,NA
"montgomery","113","SOUTHWEST",1927,NA,46400,1602000,34.5,NA,NA,NA,NA,NA,NA,NA,28400,NA,626000,22,NA,NA
"montgomery","113","SOUTHWEST",1928,NA,49700,1684000,33.9,NA,NA,NA,NA,NA,NA,NA,8900,NA,113000,12.7,NA,NA
"montgomery","113","SOUTHWEST",1929,NA,44600,1382000,31,NA,NA,NA,NA,NA,NA,NA,27400,NA,663000,24.2,NA,NA
"montgomery","113","SOUTHWEST",1930,NA,48900,1693000,34.6,NA,NA,NA,NA,NA,NA,NA,29200,NA,544000,18.6,NA,NA
"montgomery","113","SOUTHWEST",1931,NA,52600,2379000,45.2,NA,NA,NA,NA,NA,NA,NA,31100,NA,936000,30.1,NA,NA
"montgomery","113","SOUTHWEST",1932,NA,53800,2015000,37.5,NA,NA,NA,NA,NA,NA,NA,27600,NA,517000,18.7,NA,NA
"montgomery","113","SOUTHWEST",1933,NA,52000,1922000,37,NA,NA,NA,NA,NA,NA,NA,31000,NA,649000,20.9,NA,NA
"montgomery","113","SOUTHWEST",1934,NA,48000,1198000,25,NA,NA,NA,NA,NA,NA,NA,31000,NA,645000,20.8,NA,NA
"montgomery","113","SOUTHWEST",1935,NA,53300,2461000,46.2,NA,NA,NA,NA,NA,NA,NA,33200,NA,677000,20.4,NA,NA
"montgomery","113","SOUTHWEST",1936,NA,52400,1369000,26.1,NA,NA,NA,NA,NA,NA,NA,34900,NA,751000,21.5,NA,NA
"montgomery","113","SOUTHWEST",1937,NA,53800,2562000,47.6,NA,NA,NA,NA,NA,NA,NA,33500,NA,634000,18.9,NA,NA
"montgomery","113","SOUTHWEST",1938,NA,52500,2438000,46.4,NA,NA,NA,NA,NA,NA,NA,35300,NA,678000,19.2,NA,NA
"montgomery","113","SOUTHWEST",1939,NA,49100,2623000,53.4,NA,NA,NA,NA,NA,NA,NA,29000,NA,587000,20.2,NA,NA
"montgomery","113","SOUTHWEST",1940,NA,45600,1495000,32.8,NA,NA,NA,1200,NA,17000,14.2,30300,NA,634000,20.9,NA,NA
"montgomery","113","SOUTHWEST",1941,NA,46800,2217000,47.4,NA,NA,NA,1800,NA,34000,18.9,29400,NA,773000,26.3,NA,NA
"montgomery","113","SOUTHWEST",1942,NA,45000,2643000,58.7,NA,NA,NA,5300,NA,119000,22.5,24400,NA,495000,20.3,NA,NA
"montgomery","113","SOUTHWEST",1943,NA,48800,2853000,58.5,NA,NA,NA,6900,NA,152000,22,21100,NA,276000,13.1,NA,NA
"montgomery","113","SOUTHWEST",1944,NA,53300,1902000,35.7,NA,NA,NA,6500,NA,81000,12.5,27600,NA,582000,21.1,NA,NA
"montgomery","113","SOUTHWEST",1945,NA,52300,3188000,61,NA,NA,NA,4300,NA,82000,19.1,30000,NA,780000,26,NA,NA
"montgomery","113","SOUTHWEST",1946,NA,55000,3382000,61.5,NA,NA,NA,3200,NA,62000,19.4,26700,NA,684000,25.6,NA,NA
"montgomery","113","SOUTHWEST",1947,NA,53100,2638000,49.7,NA,NA,NA,2100,NA,46000,21.9,30900,NA,664000,21.5,NA,NA
"montgomery","113","SOUTHWEST",1948,NA,59200,3726000,62.9,NA,NA,NA,3400,NA,75000,22.1,31100,NA,774000,24.9,NA,NA
"montgomery","113","SOUTHWEST",1949,NA,54400,3154000,58,NA,NA,NA,3200,NA,72000,22.5,35400,NA,791000,22.3,NA,NA
"montgomery","113","SOUTHWEST",1950,NA,50200,2960000,59,NA,NA,NA,3800,NA,89000,23.4,30100,NA,644000,21.4,NA,NA
"montgomery","113","SOUTHWEST",1951,NA,55300,2710000,49,NA,NA,NA,1600,NA,31000,19.4,24600,NA,325000,13.2,NA,NA
"montgomery","113","SOUTHWEST",1952,NA,55000,2656000,48.3,NA,NA,NA,1100,NA,25000,22.7,30200,NA,701000,23.2,NA,NA
"montgomery","113","SOUTHWEST",1953,NA,54700,2953000,54,NA,NA,NA,1300,NA,22000,16.9,29200,NA,843000,28.9,NA,NA
"montgomery","113","SOUTHWEST",1954,NA,53200,3192000,60,NA,NA,NA,2500,NA,61000,24.4,24200,NA,743000,30.7,NA,NA
"montgomery","113","SOUTHWEST",1955,NA,53700,2953000,55,NA,NA,NA,3000,NA,72000,24,23600,NA,673000,28.5,NA,NA
"montgomery","113","SOUTHWEST",1956,NA,51900,3452000,66.5,NA,NA,NA,5000,NA,120000,24,19300,NA,444000,23,NA,NA
"montgomery","113","SOUTHWEST",1957,NA,45500,2366000,52,NA,NA,NA,5900,NA,135000,22.9,19700,NA,482000,24.5,NA,NA
"montgomery","113","SOUTHWEST",1958,NA,43400,2300000,53,NA,NA,NA,7400,NA,2e+05,27,18600,NA,456000,24.5,NA,NA
"montgomery","113","SOUTHWEST",1959,NA,52000,3120000,60,NA,NA,NA,5000,NA,130000,26,18400,NA,469000,25.5,NA,NA
"montgomery","113","SOUTHWEST",1960,NA,47600,3142000,66,NA,NA,NA,7000,NA,164000,23.4,17700,NA,602000,34,NA,NA
"montgomery","113","SOUTHWEST",1961,NA,36800,2613000,71,NA,NA,NA,8400,NA,235000,28,18400,NA,515000,28,NA,NA
"montgomery","113","SOUTHWEST",1962,NA,36500,2883000,79,NA,NA,NA,8100,NA,227000,28,14200,NA,412000,29,NA,NA
"montgomery","113","SOUTHWEST",1963,NA,43600,3619000,83,NA,NA,NA,8100,NA,219000,27,15300,NA,566000,37,NA,NA
"montgomery","113","SOUTHWEST",1964,NA,40400,2141000,53,NA,NA,NA,9200,NA,189000,20.5,18000,NA,558000,31,NA,NA
"montgomery","113","SOUTHWEST",1965,NA,38400,2611000,68,NA,NA,NA,10800,NA,243000,22.5,14900,NA,432000,29,NA,NA
"montgomery","113","SOUTHWEST",1966,NA,38500,3426000,89,NA,NA,NA,10000,NA,330000,33,14000,NA,532000,38,NA,NA
"montgomery","113","SOUTHWEST",1967,NA,37100,2783000,75,NA,NA,NA,12500,NA,331000,26.5,16300,NA,522000,32,NA,NA
"montgomery","113","SOUTHWEST",1968,NA,34300,2881000,84,NA,NA,NA,16500,NA,553000,33.5,14400,NA,504000,35,NA,NA
"montgomery","113","SOUTHWEST",1969,NA,30800,2680000,87,NA,NA,NA,18600,NA,670000,36,10800,NA,410000,38,NA,NA
"montgomery","113","SOUTHWEST",1970,NA,33500,2479000,74,NA,NA,NA,17300,NA,502000,29,10200,NA,388000,38,NA,NA
"montgomery","113","SOUTHWEST",1971,NA,40300,3506000,87,NA,NA,NA,23900,NA,836000,35,10500,NA,483000,46,NA,NA
"montgomery","113","SOUTHWEST",1972,42200,39900,3312000,83,NA,NA,NA,33500,34300,854000,25.5,10600,10700,477000,45,NA,NA
"montgomery","113","SOUTHWEST",1973,41400,38900,3379100,86.9,NA,NA,NA,40800,41000,1251000,30.7,10800,10900,346000,32,NA,NA
"montgomery","113","SOUTHWEST",1974,45500,43100,3547100,82.3,NA,NA,NA,37500,37500,1223000,32.6,14700,15000,561700,38.2,NA,NA
"montgomery","113","SOUTHWEST",1975,42000,39800,3557000,89.4,13300,186000,14,39300,39700,1454600,37,16200,16500,699500,43.2,21000,2300
"montgomery","113","SOUTHWEST",1976,44500,40700,4131000,101.5,14300,218000,15.2,39100,39500,1410000,36.1,16000,16200,611100,38.2,19700,2200
"montgomery","113","SOUTHWEST",1977,38800,37600,3109500,82.7,8800,135000,15.3,44300,45000,1472000,33.2,14000,14200,645400,46.1,19000,2200
"montgomery","113","SOUTHWEST",1978,39000,35500,4090000,115.2,12000,207000,17.2,49000,49100,1892000,38.6,8200,8800,319000,38.9,16500,2200
"montgomery","113","SOUTHWEST",1979,34300,33300,3741000,112.3,9900,158000,16,59200,59300,2067000,34.9,9900,10000,532600,53.8,13900,1700
"montgomery","113","SOUTHWEST",1980,39000,36400,4438000,121.9,12000,175000,14.6,52500,53200,1721000,32.8,8700,8800,444000,51,13700,1900
"montgomery","113","SOUTHWEST",1981,43300,39800,4103000,103.1,14800,238000,16.1,41300,42000,1485000,36,11400,11800,515000,45.2,14000,1700
"montgomery","113","SOUTHWEST",1982,40400,39000,4563000,117,16000,288000,18,40500,41300,1530000,37.8,9500,9800,449000,47.3,14500,1500
"montgomery","113","SOUTHWEST",1983,35500,33000,1845000,55.9,20000,260000,13,36700,37200,883000,24.1,8000,9000,408000,51,13900,1700
"montgomery","113","SOUTHWEST",1984,37000,34000,3978000,117,17000,306000,18,42800,43000,1540800,36,8000,9300,312000,39,12000,1600
"montgomery","113","SOUTHWEST",1985,40600,39000,5140200,131.8,13400,241400,18,44400,44800,2020100,45.5,6400,6800,395200,61.8,12000,1550
"montgomery","113","SOUTHWEST",1986,36900,35200,4230000,120.2,10400,191000,18.4,41800,42100,1659900,39.7,7100,7800,343300,48.4,11000,1700
"montgomery","113","SOUTHWEST",1987,31900,30300,3549800,117.2,9500,160000,16.8,42500,43000,1473100,34.7,5700,6200,347400,60.9,10000,1500
"montgomery","113","SOUTHWEST",1988,32500,30900,2377800,77,13100,138600,10.6,40400,41900,1074600,26.6,5600,6000,314900,56.2,10000,1400
"montgomery","113","SOUTHWEST",1989,32100,30400,3386200,111.4,15800,264100,16.7,43000,43100,1500900,34.9,8200,9000,441100,53.8,7700,1400
"montgomery","113","SOUTHWEST",1990,37500,34600,4204000,121.5,7700,140900,18.3,33500,33600,1392000,41.6,9300,9500,553300,59.5,6800,1300
"montgomery","113","SOUTHWEST",1991,40200,37000,3657700,98.9,10200,173900,17,35300,35500,1327900,37.6,6900,7200,343300,49.8,6800,1300
"montgomery","113","SOUTHWEST",1992,39500,38400,5984400,155.8,9300,200500,21.6,37200,37500,1677000,45.1,7400,8200,402900,54.4,6800,1200
"montgomery","113","SOUTHWEST",1993,35700,34900,4182800,119.9,8000,120800,15.1,40800,41900,1643500,40.3,6700,7000,382700,57.1,6900,1100
"montgomery","113","SOUTHWEST",1994,37700,37000,4651900,125.7,7000,127400,18.2,39600,39700,1650100,41.7,8100,8200,510500,63,6400,1100
"montgomery","113","SOUTHWEST",1995,33000,31800,4163900,130.9,6400,111300,17.4,38400,39000,1550300,40.4,7500,7700,453700,60.5,5900,1000
"montgomery","113","SOUTHWEST",1996,28800,27800,2814100,101.2,6200,102900,16.6,43300,43400,1419800,32.8,7600,8000,312200,41.1,7100,4400
"montgomery","113","SOUTHWEST",1997,38100,36600,4513500,123.3,7200,121500,16.9,38800,38900,1763300,45.4,6300,6700,386300,61.3,6100,3700
"montgomery","113","SOUTHWEST",1998,34800,33600,4821200,143.5,6900,123400,17.9,40400,40500,1499800,37.1,7100,7400,441500,62.2,5100,3200
"montgomery","113","SOUTHWEST",1999,34200,32300,3815700,118.1,6300,68600,10.9,41300,43000,1124400,27.2,6400,6500,388500,60.7,4900,3200
"montgomery","113","SOUTHWEST",2000,35400,33600,5691100,169.4,7000,105700,15.1,43500,43600,2042900,47,7100,7200,370000,52.1,5300,3000
"montgomery","113","SOUTHWEST",2001,34500,32300,5135000,159,6700,130700,19.5,44100,44300,2205100,50,5800,6100,348600,60.1,5400,2900
"montgomery","113","SOUTHWEST",2002,30400,30000,2457800,81.9,7000,77000,11,46700,46800,1336900,28.6,3500,3700,188600,53.9,5600,2800
"montgomery","113","SOUTHWEST",2003,35200,33600,4524900,134.7,5900,123200,20.9,40400,40500,1540400,38.1,4200,4500,251600,59.9,5800,2700
"montgomery","113","SOUTHWEST",2004,32900,32500,5187900,159.6,5700,110100,19.3,44500,44900,2297700,51.6,3500,3500,216700,61.9,5400,2200
"montgomery","113","SOUTHWEST",2005,35900,35000,4111900,117.5,4600,85900,18.7,43200,43300,1647700,38.1,3400,3500,253500,74.6,5800,2100
"montgomery","113","SOUTHWEST",2006,34000,33200,6032500,181.7,5000,97700,19.5,43700,43800,2379900,54.5,2700,2800,194900,72.2,5800,2300
"montgomery","113","SOUTHWEST",2007,37800,37100,4856100,130.9,6300,102200,16.2,40400,40400,1482500,36.7,2000,2200,130600,65.3,7500,2100
"montgomery","113","SOUTHWEST",2008,33000,32700,3840000,117,NA,NA,NA,41600,41900,1382900,33,4300,4500,275400,64,9300,600
"montgomery","113","SOUTHWEST",2009,35600,35100,5830000,166.1,NA,NA,NA,42600,42700,2189700,51.5,3360,3400,253400,75.5,9600,600
"montgomery","113","SOUTHWEST",2010,37900,37500,6080000,162.1,NA,NA,NA,42900,43000,2045000,47.7,10220,10600,556000,54.4,9600,600
"montgomery","113","SOUTHWEST",2011,38200,37900,4840000,127.7,NA,NA,NA,41800,42000,1760000,42.1,3150,3200,175000,55.6,9200,500
"montgomery","113","SOUTHWEST",2012,40500,39500,2662000,67.4,NA,NA,NA,39200,39300,1172000,29.9,1960,2000,138000,70.4,9600,500
"montgomery","113","SOUTHWEST",2013,39000,38500,7100000,184.4,NA,NA,NA,40700,40800,2137000,52.5,2490,2500,187000,75.1,9200,500
"montgomery","113","SOUTHWEST",2014,35000,34200,6400000,187.1,NA,NA,NA,42100,42200,2400000,57,3590,4300,275000,76.6,9000,500
"montgomery","113","SOUTHWEST",2015,34000,32000,5040000,157.5,NA,NA,NA,42900,42900,2319000,54.1,1850,1900,130000,70.3,8800,500
"montgomery","113","SOUTHWEST",2016,34500,34000,5870000,172.6,NA,NA,NA,43600,43700,2490000,57.1,2000,2000,159000,79.5,9000,500
"montgomery","113","SOUTHWEST",2017,32000,30700,5250000,171,NA,NA,NA,44500,44500,2271000,51,1500,1500,97700,65.1,9000,500
"montgomery","113","SOUTHWEST",2018,36000,35500,6299000,177.4,NA,NA,NA,42400,42500,2410000,56.8,1400,1400,102000,72.9,9000,500
"montgomery","113","SOUTHWEST",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,200
"morgan","115","SOUTHEAST",1918,NA,17400,560000,32.2,NA,NA,NA,NA,NA,NA,NA,13800,NA,168000,12.2,NA,NA
"morgan","115","SOUTHEAST",1919,NA,16500,683000,41.4,NA,NA,NA,NA,NA,NA,NA,16500,NA,355000,21.5,NA,NA
"morgan","115","SOUTHEAST",1920,NA,15100,542000,35.9,NA,NA,NA,NA,NA,NA,NA,13100,NA,159000,12.1,NA,NA
"morgan","115","SOUTHEAST",1921,NA,14500,602000,41.5,NA,NA,NA,NA,NA,NA,NA,11400,NA,138000,12.1,NA,NA
"morgan","115","SOUTHEAST",1922,NA,14200,525000,37,NA,NA,NA,NA,NA,NA,NA,10900,NA,119000,10.9,NA,NA
"morgan","115","SOUTHEAST",1923,NA,15100,588000,38.9,NA,NA,NA,NA,NA,NA,NA,10500,NA,165000,15.7,NA,NA
"morgan","115","SOUTHEAST",1924,NA,14300,439000,30.7,NA,NA,NA,NA,NA,NA,NA,3500,NA,48000,13.7,NA,NA
"morgan","115","SOUTHEAST",1927,NA,9300,282000,30.3,NA,NA,NA,NA,NA,NA,NA,4900,NA,78000,15.9,NA,NA
"morgan","115","SOUTHEAST",1928,NA,9300,268000,28.8,NA,NA,NA,NA,NA,NA,NA,4000,NA,40000,10,NA,NA
"morgan","115","SOUTHEAST",1929,NA,10600,443000,41.8,NA,NA,NA,NA,NA,NA,NA,4200,NA,62000,14.8,NA,NA
"morgan","115","SOUTHEAST",1930,NA,10700,230000,21.5,NA,NA,NA,NA,NA,NA,NA,5100,NA,80000,15.7,NA,NA
"morgan","115","SOUTHEAST",1931,NA,12700,589000,46.4,NA,NA,NA,NA,NA,NA,NA,6300,NA,170000,27,NA,NA
"morgan","115","SOUTHEAST",1932,NA,11600,413000,35.6,NA,NA,NA,NA,NA,NA,NA,5200,NA,72000,13.8,NA,NA
"morgan","115","SOUTHEAST",1933,NA,12700,471000,37.1,NA,NA,NA,NA,NA,NA,NA,5300,NA,96000,18.1,NA,NA
"morgan","115","SOUTHEAST",1934,NA,12200,437000,35.8,NA,NA,NA,NA,NA,NA,NA,6800,NA,107000,15.7,NA,NA
"morgan","115","SOUTHEAST",1935,NA,13200,571000,43.3,NA,NA,NA,NA,NA,NA,NA,7100,NA,132000,18.6,NA,NA
"morgan","115","SOUTHEAST",1936,NA,12700,467000,36.8,NA,NA,NA,NA,NA,NA,NA,7400,NA,116000,15.7,NA,NA
"morgan","115","SOUTHEAST",1937,NA,13000,503000,38.7,NA,NA,NA,NA,NA,NA,NA,7600,NA,148000,19.5,NA,NA
"morgan","115","SOUTHEAST",1938,NA,11400,454000,39.8,NA,NA,NA,NA,NA,NA,NA,7900,NA,119000,15.1,NA,NA
"morgan","115","SOUTHEAST",1939,NA,11200,540000,48.2,NA,NA,NA,NA,NA,NA,NA,6400,NA,108000,16.9,NA,NA
"morgan","115","SOUTHEAST",1940,NA,11200,440000,39.3,NA,NA,NA,100,NA,1000,10,6400,NA,106000,16.6,NA,NA
"morgan","115","SOUTHEAST",1941,NA,11300,490000,43.4,NA,NA,NA,200,NA,3000,15,5900,NA,101000,17.1,NA,NA
"morgan","115","SOUTHEAST",1942,NA,12100,612000,50.6,NA,NA,NA,200,NA,3000,15,6200,NA,107000,17.3,NA,NA
"morgan","115","SOUTHEAST",1943,NA,11700,607000,51.9,NA,NA,NA,200,NA,3000,15,6100,NA,77000,12.6,NA,NA
"morgan","115","SOUTHEAST",1944,NA,11900,492000,41.3,NA,NA,NA,200,NA,3000,15,6500,NA,101000,15.5,NA,NA
"morgan","115","SOUTHEAST",1945,NA,11400,521000,45.7,NA,NA,NA,100,NA,2000,20,6900,NA,156000,22.6,NA,NA
"morgan","115","SOUTHEAST",1946,NA,10900,521000,47.8,NA,NA,NA,100,NA,2000,20,5800,NA,128000,22.1,NA,NA
"morgan","115","SOUTHEAST",1947,NA,11000,505000,45.9,NA,NA,NA,300,NA,7000,23.3,6100,NA,135000,22.1,NA,NA
"morgan","115","SOUTHEAST",1948,NA,12200,693000,56.8,NA,NA,NA,500,NA,8000,16,6700,NA,148000,22.1,NA,NA
"morgan","115","SOUTHEAST",1949,NA,10800,575000,53.2,NA,NA,NA,500,NA,10000,20,6700,NA,136000,20.3,NA,NA
"morgan","115","SOUTHEAST",1950,NA,10100,393000,38.9,NA,NA,NA,500,NA,9000,18,5300,NA,95000,17.9,NA,NA
"morgan","115","SOUTHEAST",1951,NA,11200,518000,46.3,NA,NA,NA,100,NA,2000,20,5100,NA,79000,15.5,NA,NA
"morgan","115","SOUTHEAST",1952,NA,11100,558000,50.3,NA,NA,NA,100,NA,2000,20,5500,NA,126000,22.9,NA,NA
"morgan","115","SOUTHEAST",1953,NA,11200,596000,53.2,NA,NA,NA,100,NA,2000,20,5300,NA,127000,24,NA,NA
"morgan","115","SOUTHEAST",1954,NA,10600,636000,60,NA,NA,NA,100,NA,2000,20,4300,NA,116000,27,NA,NA
"morgan","115","SOUTHEAST",1955,NA,9100,528000,58,NA,NA,NA,100,NA,2000,20,3000,NA,73500,24.5,NA,NA
"morgan","115","SOUTHEAST",1956,NA,8500,476000,56,NA,NA,NA,100,NA,2000,20,2400,NA,56500,23.5,NA,NA
"morgan","115","SOUTHEAST",1957,NA,7400,407000,55,NA,NA,NA,200,NA,3000,15,2200,NA,50500,23,NA,NA
"morgan","115","SOUTHEAST",1958,NA,6300,390000,61.9,NA,NA,NA,100,NA,2000,20,2200,NA,56000,25.5,NA,NA
"morgan","115","SOUTHEAST",1959,NA,7800,406000,52.1,NA,NA,NA,NA,NA,NA,NA,1400,NA,25500,18.2,NA,NA
"morgan","115","SOUTHEAST",1960,NA,7200,432000,60,NA,NA,NA,100,NA,2000,20,1700,NA,51000,30,NA,NA
"morgan","115","SOUTHEAST",1961,NA,6000,324000,54,NA,NA,NA,100,NA,1900,19,1600,NA,43200,27,NA,NA
"morgan","115","SOUTHEAST",1962,NA,5500,346000,62.9,NA,NA,NA,100,NA,2100,21,800,NA,21600,27,NA,NA
"morgan","115","SOUTHEAST",1963,NA,5600,358000,63.9,NA,NA,NA,NA,NA,NA,NA,800,NA,21600,27,NA,NA
"morgan","115","SOUTHEAST",1964,NA,5800,365000,62.9,NA,NA,NA,NA,NA,NA,NA,900,NA,23400,26,NA,NA
"morgan","115","SOUTHEAST",1965,NA,4900,289000,59,NA,NA,NA,NA,NA,NA,NA,900,NA,28000,31.1,NA,NA
"morgan","115","SOUTHEAST",1966,NA,4000,284000,71,NA,NA,NA,NA,NA,NA,NA,700,NA,20000,28.6,NA,NA
"morgan","115","SOUTHEAST",1967,NA,5200,338000,65,NA,NA,NA,NA,NA,NA,NA,1000,NA,27000,27,NA,NA
"morgan","115","SOUTHEAST",1968,NA,4300,292000,67.9,NA,NA,NA,NA,NA,NA,NA,800,NA,26400,33,NA,NA
"morgan","115","SOUTHEAST",1969,NA,3800,3e+05,78.9,NA,NA,NA,NA,NA,NA,NA,500,NA,17000,34,NA,NA
"morgan","115","SOUTHEAST",1970,NA,4000,284000,71,NA,NA,NA,NA,NA,NA,NA,400,NA,11600,29,NA,NA
"morgan","115","SOUTHEAST",1971,NA,5400,4e+05,74.1,NA,NA,NA,100,NA,3100,31,500,NA,18000,36,NA,NA
"morgan","115","SOUTHEAST",1972,5500,4600,368000,80,NA,NA,NA,100,100,2200,22,600,700,21600,36,NA,NA
"morgan","115","SOUTHEAST",1973,6300,5700,433700,76.1,NA,NA,NA,100,100,2400,24,1100,1200,33000,30,NA,NA
"morgan","115","SOUTHEAST",1974,6300,5400,410900,76.1,NA,NA,NA,200,200,4300,21.5,1100,1200,35500,32.3,NA,NA
"morgan","115","SOUTHEAST",1975,5500,4400,342000,77.7,9400,127000,13.5,300,300,8400,28,900,1000,27000,30,20100,1500
"morgan","115","SOUTHEAST",1976,7000,5200,508000,97.7,12100,160000,13.2,400,400,12000,30,900,900,30600,34,20200,1400
"morgan","115","SOUTHEAST",1977,6100,4600,440200,95.7,8100,113000,14,400,400,12200,30.5,700,800,21400,30.6,18000,1500
"morgan","115","SOUTHEAST",1978,7500,6200,628000,101.3,11200,167000,14.9,400,400,17500,43.8,500,500,17400,34.8,17900,1400
"morgan","115","SOUTHEAST",1979,8000,6700,666000,99.4,9700,147000,15.2,400,400,12800,32,400,400,13300,33.2,18600,1400
"morgan","115","SOUTHEAST",1980,6500,5500,583000,106,11000,158000,14.4,300,300,9000,30,400,400,14000,35,19700,1400
"morgan","115","SOUTHEAST",1981,8000,6300,509000,80.8,12300,165000,13.4,3100,3200,88000,28.4,4800,5000,174000,36.3,18800,1400
"morgan","115","SOUTHEAST",1982,10300,9000,990000,110,16000,256000,16,4000,4100,120000,30,1400,1600,52000,37.1,18100,1600
"morgan","115","SOUTHEAST",1983,5800,5000,354000,70.8,11000,154000,14,4500,5000,124000,27.6,1700,2100,60000,35.3,18000,1700
"morgan","115","SOUTHEAST",1984,8000,6900,710700,103,12000,192000,16,3400,3500,107800,31.7,1500,1700,53000,35.3,20000,1800
"morgan","115","SOUTHEAST",1985,7800,6500,717100,110.3,9900,167700,16.9,3500,3600,120600,34.5,1100,1200,56300,51.2,19000,1600
"morgan","115","SOUTHEAST",1986,7600,6900,808200,117.1,8000,135000,16.9,4300,4300,138900,32.3,1400,1500,51000,36.4,21000,1450
"morgan","115","SOUTHEAST",1987,6200,5600,513600,91.7,9200,129700,14.1,3300,3500,116100,35.2,2900,3700,139900,48.2,25000,1400
